,Type, Floor, Area, Structure, Inarea, Architectural_type, Orientation, Building_structure, Situation, Ratio, Elevator, Years, Price, PerPrice, Region, No
1928,2室2厅1厨1卫,高楼层 (共32层),100.02㎡,平层,暂无数据,板塔结合,南 北,框架结构,简装,一梯四户,无,70年,185万,18497元/平米,城关区 北面滩 ,
1929,2室1厅1厨1卫,中楼层 (共8层),82.93㎡,平层,73.43㎡,板楼,东 西,框架结构,简装,一梯两户,无,70年,95万,11456元/平米,城关区 大润发 ,
1930,1室1厅1厨1卫,低楼层 (共32层),42㎡,平层,暂无数据,板楼,北,钢混结构,精装,六梯三十二户,有,50年,42万,10000元/平米,安宁区 安宁高新区 ,
1931,2室1厅1厨1卫,低楼层 (共9层),62.79㎡,平层,暂无数据,板楼,东,框架结构,精装,一梯三户,无,70年,80万,12741元/平米,城关区 大润发 ,
1932,2室2厅1厨1卫,中楼层 (共26层),93㎡,平层,暂无数据,塔楼,南,钢混结构,毛坯,两梯四户,有,70年,148万,15914元/平米,城关区 北面滩 ,
1933,1室1厅1厨1卫,高楼层 (共27层),52.99㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,三梯十一户,有,70年,58万,10946元/平米,安宁区 莫高大道 ,
1934,2室2厅1厨1卫,低楼层 (共30层),98.72㎡,平层,暂无数据,塔楼,南 西,钢混结构,精装,一梯五户,无,70年,165万,16714元/平米,城关区 大润发 ,
1935,1室1厅1厨1卫,高楼层 (共9层),59.27㎡,平层,暂无数据,板楼,南,框架结构,简装,一梯三户,无,70年,68万,11473元/平米,城关区 大润发 ,
1936,2室2厅1厨1卫,高楼层 (共20层),117.31㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯三户,无,70年,228.9万,19513元/平米,城关区 北面滩 ,
1937,1室1厅1厨1卫,低楼层 (共7层),54㎡,平层,暂无数据,板楼,南,框架结构,简装,一梯四户,无,70年,78万,14445元/平米,城关区 北面滩 ,
1938,3室1厅1厨1卫,中楼层 (共33层),124.66㎡,平层,暂无数据,板楼,东南,钢混结构,精装,一梯六户,无,70年,263万,21098元/平米,城关区 火车站 ,
1939,2室1厅1厨1卫,中楼层 (共5层),62㎡,平层,暂无数据,板楼,南 北,框架结构,毛坯,一梯三户,有,70年,95万,15323元/平米,城关区 东方红广场 ,
1940,3室2厅1厨1卫,低楼层 (共19层),125.18㎡,平层,暂无数据,板楼,南 北,框架结构,精装,一梯三户,无,70年,258万,20611元/平米,城关区 兰大盘旋路 ,
1941,2室1厅1厨1卫,中楼层 (共8层),104㎡,平层,暂无数据,板楼,东 北,框架结构,简装,一梯三户,无,70年,125万,12020元/平米,城关区 二热 ,
1942,2室2厅1厨1卫,中楼层 (共28层),95㎡,平层,暂无数据,板塔结合,西,钢混结构,精装,一梯六户,无,70年,132万,13895元/平米,安宁区 海关 ,
1943,2室2厅1厨1卫,高楼层 (共18层),109㎡,平层,暂无数据,板楼,西北,钢混结构,精装,一梯八户,无,70年,139万,12753元/平米,城关区 雁滩高新区 ,
1944,3室2厅1厨2卫,中楼层 (共23层),130.32㎡,平层,暂无数据,塔楼,南 北,框架结构,简装,一梯三户,无,70年,200万,15347元/平米,城关区 北面滩 ,
1945,3室2厅1厨1卫,中楼层 (共16层),153㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯两户,有,70年,188万,12288元/平米,安宁区 海关 ,
1946,3室2厅1厨1卫,低楼层 (共34层),108㎡,平层,暂无数据,板楼,东 西,框架结构,精装,两梯四户,有,70年,150万,13889元/平米,安宁区 海关 ,
1947,2室2厅1厨1卫,中楼层 (共33层),108㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯四户,有,70年,129.6万,12000元/平米,城关区 城关区 ,
1948,3室2厅1厨2卫,中楼层 (共23层),124.4㎡,平层,暂无数据,板塔结合,东 北,框架结构,精装,两梯六户,有,70年,150万,12058元/平米,城关区 兰大盘旋路 ,
1949,3室2厅1厨1卫,中楼层 (共30层),135.74㎡,平层,暂无数据,塔楼,南 北,钢混结构,简装,两梯六户,有,70年,148万,10904元/平米,七里河区 吴家园 ,
1950,2室2厅1厨1卫,低楼层 (共33层),91.64㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯四户,有,70年,128万,13968元/平米,安宁区 罗马花园 ,
1951,3室2厅1厨1卫,中楼层 (共32层),141.68㎡,平层,暂无数据,塔楼,南 北,钢混结构,精装,三梯五户,有,70年,268万,18916元/平米,七里河区 仁恒美林郡 ,
1952,2室2厅1厨2卫,中楼层 (共19层),124.21㎡,平层,暂无数据,板楼,南 北,框架结构,精装,一梯两户,无,70年,250万,20128元/平米,城关区 兰大盘旋路 ,
1953,2室2厅1厨1卫,低楼层 (共32层),100㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,70年,124万,12400元/平米,安宁区 海关 ,
1954,1室1厅1厨1卫,高楼层 (共38层),55.03㎡,平层,暂无数据,板塔结合,北,框架结构,毛坯,六梯三十一户,有,70年,120.8万,21943元/平米,城关区 大润发 ,
1955,1室1厅1厨1卫,高楼层 (共38层),69.15㎡,平层,暂无数据,板塔结合,北,框架结构,简装,六梯三十一户,有,70年,155.3万,22452元/平米,城关区 大润发 ,
1956,1室1厅1厨1卫,高楼层 (共38层),55.87㎡,平层,暂无数据,板塔结合,西,框架结构,简装,六梯三十一户,有,70年,113.7万,20337元/平米,城关区 大润发 ,
1957,1室1厅1厨1卫,高楼层 (共38层),55.87㎡,平层,暂无数据,板塔结合,西,框架结构,简装,六梯三十一户,有,70年,113.6万,20333元/平米,城关区 大润发 ,
1958,1室1厅1厨1卫,高楼层 (共38层),55.03㎡,平层,暂无数据,板塔结合,南,框架结构,毛坯,六梯三十一户,有,70年,112.7万,20480元/平米,城关区 大润发 ,
1959,2室2厅1厨1卫,中楼层 (共33层),90.47㎡,平层,暂无数据,板楼,南,框架结构,精装,两梯四户,有,70年,133万,14702元/平米,安宁区 罗马花园 ,
1960,3室2厅1厨2卫,中楼层 (共28层),127.06㎡,平层,暂无数据,板楼,西南,框架结构,精装,两梯七户,有,70年,156万,12278元/平米,城关区 北面滩 ,
1961,2室1厅1厨1卫,高楼层 (共31层),98.6㎡,平层,暂无数据,塔楼,南,钢结构,简装,两梯四户,有,70年,160万,16228元/平米,城关区 二热 ,
1962,2室1厅1厨1卫,中楼层 (共7层),77.69㎡,平层,暂无数据,板楼,东 西,框架结构,简装,一梯三户,无,70年,105.6万,13589元/平米,七里河区 建工局 ,
1963,2室1厅1厨1卫,中楼层 (共8层),93.08㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯三户,无,70年,125万,13430元/平米,七里河区 七里河区 ,
1964,3室2厅1厨2卫,中楼层 (共28层),130.41㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯七户,无,70年,160万,12269元/平米,城关区 雁滩高新区 ,
1965,2室2厅1厨1卫,高楼层 (共8层),118.04㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯两户,无,70年,112万,9489元/平米,七里河区 仁恒美林郡 ,
1966,2室1厅1厨1卫,低楼层 (共6层),80.2㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯两户,无,70年,125万,15587元/平米,城关区 西关南关 ,
1967,2室2厅1厨1卫,高楼层 (共6层),88.85㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯三户,无,70年,125万,14069元/平米,七里河区 仁恒美林郡 ,
1968,2室2厅1厨1卫,高楼层 (共25层),98㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯八户,有,70年,145万,14796元/平米,七里河区 七里河区 ,
1969,2室2厅1厨1卫,高楼层 (共31层),91.42㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯三户,有,70年,142.8万,15621元/平米,安宁区 西固区 ,
1970,2室2厅1厨2卫,中楼层 (共8层),86.5㎡,平层,暂无数据,板楼,南 北,框架结构,精装,一梯三户,无,70年,99万,11446元/平米,城关区 雁滩高新区 ,
1971,3室2厅1厨1卫,中楼层 (共28层),127.3㎡,平层,暂无数据,塔楼,南 北,钢混结构,毛坯,两梯四户,有,70年,161万,12648元/平米,城关区 北面滩 ,
1972,1室0厅1厨1卫,高楼层 (共25层),46㎡,平层,暂无数据,塔楼,东,钢混结构,精装,一梯十一户,无,70年,75万,16305元/平米,城关区 火车站 ,
1973,3室2厅1厨1卫,低楼层 (共34层),125.7㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,70年,180万,14320元/平米,安宁区 莫高大道 ,
1974,2室2厅1厨1卫,中楼层 (共8层),94㎡,平层,暂无数据,板楼,东 西,框架结构,简装,一梯两户,无,70年,150万,15958元/平米,城关区 兰大盘旋路 ,
1975,2室2厅1厨1卫,中楼层 (共7层),102.9㎡,平层,暂无数据,板楼,东 西,钢混结构,简装,一梯三户,无,70年,115万,11176元/平米,安宁区 西固区 ,
1976,3室2厅1厨1卫,中楼层 (共8层),121.7㎡,平层,暂无数据,板楼,东 南,框架结构,简装,一梯两户,无,70年,134万,11011元/平米,城关区 二热 ,
1977,2室2厅1厨1卫,低楼层 (共8层),97.46㎡,平层,暂无数据,板楼,东 西,框架结构,简装,一梯三户,无,70年,114.8万,11780元/平米,城关区 雁滩高新区 ,
1978,1室1厅1厨1卫,高楼层 (共33层),52㎡,平层,暂无数据,板塔结合,东,钢混结构,精装,两梯十户,有,70年,75万,14424元/平米,七里河区 仁恒美林郡 ,
1979,2室2厅1厨1卫,中楼层 (共8层),103㎡,平层,83㎡,板楼,南 北,框架结构,精装,一梯两户,无,70年,128.5万,12476元/平米,城关区 北面滩 ,
1980,2室2厅1厨1卫,低楼层 (共32层),95㎡,平层,暂无数据,板楼,西北,钢混结构,精装,两梯六户,有,70年,160万,16843元/平米,七里河区 仁恒美林郡 ,
1981,2室2厅1厨1卫,中楼层 (共33层),97.43㎡,平层,暂无数据,板塔结合,西北,钢混结构,精装,两梯八户,有,70年,155万,15909元/平米,城关区 东方红广场 ,
1982,3室2厅1厨1卫,低楼层 (共32层),137㎡,平层,暂无数据,塔楼,东北,钢混结构,精装,四梯八户,有,70年,247万,18030元/平米,城关区 大润发 ,
1983,2室2厅1厨1卫,高楼层 (共28层),107.14㎡,平层,暂无数据,板楼,东 南 北,框架结构,精装,两梯七户,有,70年,145万,13534元/平米,城关区 北面滩 ,
1984,2室2厅1厨1卫,高楼层 (共32层),96.96㎡,平层,暂无数据,板塔结合,东南,框架结构,简装,一梯六户,有,70年,128万,13202元/平米,城关区 雁滩高新区 ,
1985,3室2厅1厨1卫,中楼层 (共34层),94㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯四户,无,70年,137万,14575元/平米,安宁区 莫高大道 ,
1986,3室1厅1厨1卫,高楼层 (共10层),116㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,无,70年,250万,21552元/平米,城关区 西关南关 ,
1987,3室2厅1厨2卫,高楼层 (共26层),142.48㎡,平层,暂无数据,塔楼,南 北,钢混结构,精装,两梯四户,有,70年,265万,18600元/平米,城关区 黄河北 ,
1988,2室1厅1厨1卫,中楼层 (共8层),78㎡,平层,暂无数据,板楼,南 北,框架结构,简装,一梯三户,无,70年,83万,10642元/平米,城关区 大润发 ,
1989,3室1厅1厨2卫,高楼层 (共18层),121.3㎡,平层,暂无数据,板楼,南 北,框架结构,毛坯,两梯两户,有,70年,174.8万,14411元/平米,安宁区 海关 ,
1990,2室1厅1厨1卫,高楼层 (共8层),53.21㎡,平层,暂无数据,板楼,南,框架结构,简装,一梯五户,无,70年,58万,10901元/平米,城关区 西关南关 ,
1991,2室0厅1厨1卫,低楼层 (共11层),42.5㎡,平层,暂无数据,板楼,西,框架结构,毛坯,一梯四户,无,70年,55万,12942元/平米,城关区 五泉广场 ,
1992,3室2厅1厨2卫,高楼层 (共32层),135㎡,平层,暂无数据,板楼,西 南,框架结构,精装,两梯七户,有,70年,168万,12445元/平米,城关区 雁滩高新区 ,
1993,1室1厅1厨1卫,低楼层 (共6层),47.2㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯两户,无,70年,65万,13772元/平米,城关区 兰大盘旋路 ,
1994,2室1厅1厨1卫,中楼层 (共23层),89.11㎡,平层,暂无数据,板塔结合,西南,框架结构,精装,两梯六户,有,70年,99万,11110元/平米,城关区 兰大盘旋路 ,
1995,3室2厅1厨1卫,高楼层 (共34层),99㎡,平层,暂无数据,板楼,南 北,框架结构,简装,两梯四户,有,70年,140万,14142元/平米,安宁区 莫高大道 ,
1996,2室1厅1厨2卫,中楼层 (共22层),75.6㎡,平层,暂无数据,板楼,东南,钢混结构,精装,两梯八户,有,70年,218万,28836元/平米,城关区 兰大盘旋路 ,
1997,3室2厅1厨1卫,中楼层 (共24层),139㎡,平层,暂无数据,板楼,南 北,框架结构,精装,两梯四户,有,70年,208万,14965元/平米,城关区 雁滩高新区 ,
1998,1室1厅1厨1卫,低楼层 (共9层),40.66㎡,平层,暂无数据,板塔结合,东南,框架结构,简装,一梯五户,无,70年,49万,12052元/平米,城关区 五泉广场 ,
1999,2室1厅1厨1卫,高楼层 (共8层),83㎡,平层,暂无数据,板楼,南 北,框架结构,精装,一梯两户,无,70年,89万,10723元/平米,安宁区 安宁高新区 ,
2000,2室2厅1厨1卫,高楼层 (共31层),123㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯五户,有,70年,165万,13415元/平米,城关区 雁滩高新区 ,
2001,2室2厅1厨1卫,高楼层 (共31层),97㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯五户,有,70年,132万,13609元/平米,城关区 雁滩高新区 ,
2002,3室2厅1厨1卫,低楼层 (共13层),108㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,70年,149.5万,13843元/平米,安宁区 海关 ,
2003,2室2厅1厨1卫,中楼层 (共7层),80.39㎡,平层,暂无数据,板楼,南 北,框架结构,简装,两梯两户,有,70年,115万,14306元/平米,七里河区  ,
2004,3室2厅1厨1卫,中楼层 (共6层),91㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,无,70年,135万,14836元/平米,城关区 西关南关 ,
2005,2室1厅1厨1卫,高楼层 (共33层),83㎡,平层,暂无数据,板塔结合,南 北,框架结构,简装,两梯六户,有,70年,120万,14458元/平米,城关区 北面滩 ,
2006,2室2厅1厨1卫,高楼层 (共7层),115.7㎡,平层,暂无数据,板楼,南 北,框架结构,精装,一梯两户,无,70年,143万,12360元/平米,城关区 北面滩 ,
2007,3室2厅1厨1卫,中楼层 (共13层),130.5㎡,平层,暂无数据,板楼,南 北,框架结构,简装,一梯十五户,有,70年,135万,10345元/平米,城关区 东部 ,
2008,2室2厅1厨1卫,低楼层 (共32层),99.5㎡,平层,暂无数据,板楼,南,框架结构,精装,一梯四户,无,70年,165万,16583元/平米,城关区 北面滩 ,
2009,2室2厅1厨1卫,低楼层 (共15层),117㎡,平层,暂无数据,板楼,南 北,框架结构,精装,十梯三户,有,70年,135万,11539元/平米,城关区 北面滩 ,
2010,3室2厅1厨2卫,高楼层 (共33层),146㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯四户,有,70年,178万,12192元/平米,城关区 城关区 ,
2011,3室2厅1厨2卫,高楼层 (共30层),178㎡,平层,暂无数据,塔楼,西南,框架结构,简装,三梯十户,有,70年,220万,12360元/平米,城关区 东部 ,
2012,1室1厅1厨1卫,低楼层 (共18层),65.58㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯八户,无,70年,79万,12047元/平米,城关区 雁滩高新区 ,
2013,3室2厅1厨1卫,低楼层 (共34层),130㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯三户,有,70年,185万,14231元/平米,城关区 雁滩高新区 ,
2014,2室2厅1厨1卫,低楼层 (共31层),99㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,70年,120万,12122元/平米,城关区 北面滩 ,
2015,2室2厅1厨1卫,高楼层 (共31层),94.8㎡,平层,暂无数据,塔楼,西南,钢混结构,毛坯,三梯十户,有,70年,95万,10022元/平米,城关区 北面滩 ,
2016,2室2厅1厨1卫,低楼层 (共6层),108.91㎡,平层,暂无数据,板楼,南 北,框架结构,精装,一梯两户,无,70年,190万,17446元/平米,城关区 大润发 ,
2017,2室1厅1厨1卫,高楼层 (共7层),60㎡,平层,暂无数据,板楼,南 北,框架结构,简装,一梯四户,无,70年,105万,17500元/平米,城关区 大润发 ,
2018,2室2厅1厨1卫,低楼层 (共6层),75㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯两户,无,70年,130万,17334元/平米,城关区 大润发 ,
2019,2室1厅1厨1卫,高楼层 (共6层),84㎡,平层,70.24㎡,板塔结合,南 北,混合结构,简装,一梯两户,无,70年,195万,23215元/平米,城关区 兰大盘旋路 ,
2020,3室2厅1厨2卫,中楼层 (共14层),147㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,有,70年,248万,16871元/平米,城关区 北面滩 ,
2021,3室1厅1厨1卫,低楼层 (共15层),111.24㎡,平层,89.74㎡,板楼,南 北,钢混结构,简装,一梯两户,有,70年,183万,16451元/平米,城关区 五泉广场 ,
2022,3室2厅1厨1卫,低楼层 (共6层),118㎡,平层,暂无数据,板楼,南 北,框架结构,简装,一梯两户,无,70年,132万,11187元/平米,七里河区 曦华源 ,
2023,2室2厅1厨1卫,中楼层 (共7层),75.41㎡,平层,暂无数据,板楼,东 西 北,钢混结构,精装,一梯两户,无,70年,100万,13261元/平米,城关区 北面滩 ,
2024,2室1厅1厨1卫,高楼层 (共18层),52㎡,平层,暂无数据,板楼,东北,框架结构,简装,一梯十五户,无,70年,89.5万,17212元/平米,城关区 火车站 ,
2025,1室1厅1厨1卫,中楼层 (共8层),50㎡,平层,暂无数据,板楼,南 北,框架结构,精装,一梯四户,无,70年,68万,13600元/平米,城关区 火车站 ,
2026,1室1厅1厨1卫,低楼层 (共6层),53.07㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯三户,无,70年,59.8万,11269元/平米,城关区 五泉广场 ,
2027,2室2厅1厨1卫,高楼层 (共28层),110㎡,平层,暂无数据,塔楼,西南,钢混结构,毛坯,两梯五户,有,70年,民水,民电,2.7元/m3,148万
2028,3室2厅1厨1卫,中楼层 (共11层),71.6㎡,平层,暂无数据,板楼,南 北,框架结构,简装,一梯四户,无,70年,135万,18855元/平米,城关区 兰大盘旋路 ,
2029,2室2厅1厨1卫,中楼层 (共8层),88.74㎡,平层,暂无数据,板楼,南 北,框架结构,简装,一梯两户,无,70年,106万,11946元/平米,城关区 大沙坪 ,
2030,2室2厅1厨1卫,高楼层 (共6层),99.92㎡,平层,91.05㎡,塔楼,南 北,砖混结构,简装,一梯两户,无,70年,130万,13011元/平米,城关区 北面滩 ,
