,Type, Floor, Area, Structure, Inarea, Architectural_type, Orientation, Building_structure, Situation, Ratio, Elevator, Years, Price, PerPrice, Region, No
2149,3室1厅1厨1卫,高楼层 (共8层),70.79㎡,暂无数据,暂无数据,板楼,南 北,框架结构,简装,一梯两户,无,70年,89万,12573元/平米,城关区 火车站 ,
2150,2室2厅1厨1卫,低楼层 (共8层),86.31㎡,暂无数据,74.88㎡,板楼,东 西,框架结构,简装,一梯两户,无,70年,104万,12050元/平米,城关区 火车站 ,
2151,3室2厅1厨1卫,高楼层 (共8层),98.75㎡,暂无数据,98.75㎡,板楼,南 北,框架结构,精装,一梯两户,无,70年,108万,10937元/平米,城关区 北面滩 ,
2152,2室1厅1厨1卫,高楼层 (共11层),106㎡,暂无数据,91.34㎡,板塔结合,东 北,框架结构,简装,一梯四户,有,70年,98万,9246元/平米,城关区 雁滩高新区 ,
2153,2室1厅1厨1卫,低楼层 (共10层),91.45㎡,暂无数据,78.27㎡,板楼,东 西,框架结构,简装,一梯四户,有,70年,106万,11592元/平米,城关区 东部 ,
2154,2室2厅1厨1卫,中楼层 (共6层),73.81㎡,暂无数据,暂无数据,板楼,南 北,混合结构,简装,一梯两户,无,70年,175万,23710元/平米,城关区 兰大盘旋路 ,
2155,2室2厅1厨1卫,高楼层 (共8层),84㎡,暂无数据,暂无数据,板楼,南 北,砖混结构,精装,一梯三户,无,70年,235万,27977元/平米,城关区 兰大盘旋路 ,
2156,2室2厅2厨2卫,低楼层 (共34层),94.95㎡,暂无数据,68.77㎡,板楼,南,框架结构,精装,两梯六户,有,70年,168万,17694元/平米,城关区 雁滩高新区 ,
2157,2室1厅1厨1卫,中楼层 (共8层),80.54㎡,暂无数据,67.51㎡,板楼,南,框架结构,精装,一梯两户,无,70年,93万,11548元/平米,城关区 雁滩高新区 ,
2158,2室2厅1厨2卫,低楼层 (共32层),129.67㎡,暂无数据,暂无数据,塔楼,南,钢混结构,简装,四梯八户,有,70年,215万,16581元/平米,城关区 大润发 ,
2159,2室1厅1厨1卫,高楼层 (共8层),78.06㎡,暂无数据,64.34㎡,板塔结合,南,框架结构,简装,一梯四户,无,70年,76万,9737元/平米,城关区 雁滩高新区 ,
2160,2室1厅1厨1卫,中楼层 (共8层),62㎡,暂无数据,54.47㎡,板楼,东南,框架结构,简装,一梯四户,无,70年,65万,10484元/平米,城关区 火车站 ,
2161,2室2厅1厨1卫,低楼层 (共9层),65㎡,暂无数据,60.86㎡,板楼,南,框架结构,简装,一梯两户,有,70年,125万,19231元/平米,城关区 西关南关 ,
2162,2室2厅1厨1卫,中楼层 (共8层),105㎡,暂无数据,暂无数据,板楼,东 西,框架结构,精装,一梯两户,无,70年,145万,13810元/平米,城关区 东方红广场 ,
2163,2室2厅1厨1卫,高楼层 (共28层),111.61㎡,暂无数据,85.16㎡,板楼,南 西 北,框架结构,精装,两梯五户,有,70年,150万,13440元/平米,城关区 大润发 ,
2164,2室2厅1厨1卫,中楼层 (共7层),105㎡,暂无数据,82.09㎡,板楼,南,框架结构,简装,一梯五户,无,70年,140万,13334元/平米,城关区 东部 ,
2165,2室2厅2厨1卫,中楼层 (共11层),110㎡,暂无数据,98.7㎡,板楼,西南,框架结构,精装,一梯四户,有,70年,128万,11637元/平米,城关区 雁滩高新区 ,
2166,2室2厅1厨1卫,低楼层 (共9层),98.61㎡,暂无数据,98.61㎡,板楼,东 西,框架结构,简装,一梯三户,无,70年,112万,11358元/平米,城关区 大润发 ,
2167,3室2厅1厨1卫,低楼层 (共8层),154.08㎡,暂无数据,136.39㎡,板楼,西,钢混结构,简装,一梯三户,无,70年,168万,10904元/平米,城关区 二热 ,
2168,2室1厅1厨1卫,高楼层 (共6层),39.25㎡,暂无数据,暂无数据,板楼,东,框架结构,简装,一梯三户,无,70年,90万,22930元/平米,城关区 西关南关 ,
2169,3室2厅1厨2卫,中楼层 (共8层),160㎡,暂无数据,116.3㎡,板楼,南 北,混合结构,精装,一梯两户,无,70年,185万,11563元/平米,城关区 城关区 ,
2170,2室2厅1厨1卫,低楼层 (共8层),88.36㎡,暂无数据,暂无数据,板塔结合,南 北,砖混结构,简装,一梯两户,有,70年,108万,12223元/平米,城关区 东部 ,
2171,3室2厅1厨1卫,中楼层 (共8层),118㎡,暂无数据,暂无数据,板楼,东 西,框架结构,简装,一梯两户,无,70年,195万,16526元/平米,城关区 东方红广场 ,
2172,3室2厅1厨2卫,低楼层 (共11层),132.96㎡,暂无数据,117.13㎡,板楼,南 北,钢混结构,简装,一梯四户,有,70年,140万,10530元/平米,城关区 雁滩高新区 ,
2173,2室1厅1厨1卫,高楼层 (共8层),76㎡,暂无数据,75.57㎡,板塔结合,南 北,框架结构,简装,一梯两户,无,70年,75万,9869元/平米,城关区 东方红广场 ,
2174,2室1厅1厨1卫,低楼层 (共28层),95.04㎡,暂无数据,75.62㎡,板楼,南 北,框架结构,精装,两梯四户,有,70年,153万,16099元/平米,城关区 雁滩高新区 ,
2175,3室2厅1厨1卫,中楼层 (共30层),136.81㎡,暂无数据,112.26㎡,平房,南,框架结构,精装,两梯四户,有,70年,230万,16812元/平米,城关区 北面滩 ,
2176,2室2厅1厨1卫,中楼层 (共28层),123.91㎡,暂无数据,暂无数据,塔楼,西,钢混结构,精装,三梯十户,有,70年,325万,26229元/平米,城关区 兰大盘旋路 ,
2177,3室2厅1厨1卫,中楼层 (共11层),131.63㎡,暂无数据,暂无数据,板塔结合,南 北,框架结构,精装,一梯两户,有,70年,245万,18613元/平米,城关区 北面滩 ,
2178,2室2厅1厨1卫,中楼层 (共15层),106.09㎡,暂无数据,87.14㎡,塔楼,东南,钢混结构,简装,一梯五户,有,70年,118万,11123元/平米,城关区 火车站 ,
2179,3室2厅1厨1卫,中楼层 (共26层),141.2㎡,暂无数据,110.79㎡,板楼,东 北 南 西,钢混结构,精装,两梯六户,有,70年,178万,12607元/平米,城关区 东部 ,
2180,2室1厅1厨1卫,中楼层 (共8层),62.86㎡,暂无数据,53.22㎡,板楼,南 北,框架结构,简装,三梯四户,有,70年,73.5万,11693元/平米,城关区 雁滩高新区 ,
2181,3室2厅1厨2卫,高楼层 (共18层),128㎡,暂无数据,107.54㎡,板塔结合,南 北,钢混结构,精装,两梯四户,有,70年,179.8万,14047元/平米,安宁区 海关 ,
2182,2室2厅1厨1卫,中楼层 (共8层),99.29㎡,暂无数据,99.29㎡,板楼,北 南,框架结构,精装,一梯两户,无,70年,195万,19640元/平米,城关区 东方红广场 ,
2183,2室2厅1厨1卫,中楼层 (共9层),69.64㎡,暂无数据,暂无数据,板楼,南 北,框架结构,精装,一梯三户,无,70年,155万,22258元/平米,城关区 兰大盘旋路 ,
2184,3室2厅1厨1卫,高楼层 (共8层),87.62㎡,暂无数据,暂无数据,板楼,南 北,框架结构,精装,一梯两户,无,70年,118万,13468元/平米,安宁区 费家营十子 ,
2185,3室2厅1厨2卫,低楼层 (共18层),156㎡,暂无数据,131.12㎡,板楼,南 北,钢混结构,精装,一梯三户,无,70年,260万,16667元/平米,城关区 北面滩 ,
2186,3室2厅1厨1卫,中楼层 (共7层),103㎡,暂无数据,暂无数据,板楼,南 北,框架结构,精装,一梯两户,无,70年,118万,11457元/平米,安宁区 安宁高新区 ,
2187,2室1厅1厨1卫,中楼层 (共11层),110.39㎡,暂无数据,94.63㎡,板塔结合,西北,框架结构,简装,一梯四户,有,70年,103万,9331元/平米,城关区 雁滩高新区 ,
2188,3室2厅1厨1卫,中楼层 (共7层),125.8㎡,暂无数据,108.74㎡,板塔结合,东 西,钢混结构,简装,一梯两户,无,70年,122.8万,9762元/平米,安宁区 海关 ,
2189,1室1厅1厨1卫,中楼层 (共8层),47.22㎡,暂无数据,40.75㎡,板楼,南 北,钢混结构,简装,一梯四户,无,70年,59.8万,12665元/平米,七里河区 七里河区 ,
2190,2室1厅1厨1卫,中楼层 (共6层),49.94㎡,暂无数据,暂无数据,塔楼,南,砖混结构,简装,一梯三户,无,70年,59.9万,11995元/平米,安宁区 莫高大道 ,
2191,4室2厅1厨2卫,中楼层 (共18层),146.68㎡,暂无数据,115.36㎡,板楼,南 北,框架结构,精装,两梯两户,有,70年,143万,9750元/平米,城关区 碧桂园 ,
2192,5室2厅1厨3卫,低楼层 (共3层),265㎡,暂无数据,南 北,砖混结构,精装,联排,70年,530万,20000元/平米,城关区 碧桂园 ,,,,
2193,3室2厅1厨2卫,中楼层 (共18层),132㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,70年,160万,12122元/平米,城关区 碧桂园 ,
2194,2室1厅1厨1卫,高楼层 (共6层),53.58㎡,暂无数据,暂无数据,板楼,南 北,混合结构,简装,一梯三户,无,70年,58万,10825元/平米,西固区 西固区 ,
2195,2室2厅1厨1卫,中楼层 (共8层),80㎡,平层,暂无数据,板楼,南 北,框架结构,简装,一梯两户,有,70年,85万,10625元/平米,西固区 西固区 ,
2196,2室2厅1厨1卫,低楼层 (共8层),104㎡,暂无数据,暂无数据,板楼,南 北,框架结构,其他,一梯两户,无,70年,113.5万,10914元/平米,城关区 二热 ,
2197,2室1厅1厨1卫,中楼层 (共30层),98㎡,暂无数据,暂无数据,塔楼,东南,框架结构,精装,两梯五户,有,70年,126万,12858元/平米,城关区 雁滩高新区 ,
2198,3室2厅1厨1卫,高楼层 (共26层),138.91㎡,暂无数据,106.64㎡,板楼,南 北,钢混结构,精装,两梯四户,有,70年,112万,8063元/平米,安宁区 十里店 ,
2199,2室2厅1厨1卫,中楼层 (共32层),96㎡,暂无数据,73.89㎡,板楼,南 北,钢混结构,精装,两梯四户,有,70年,140万,14584元/平米,安宁区 莫高大道 ,
2200,3室2厅1厨1卫,高楼层 (共26层),100.06㎡,暂无数据,76.7㎡,板楼,南 北,框架结构,精装,两梯四户,有,70年,115万,11494元/平米,城关区 碧桂园 ,
2201,4室2厅1厨1卫,低楼层 (共7层),110㎡,暂无数据,暂无数据,暂无数据,东 西,未知结构,毛坯,一梯两户,无,70年,92万,8364元/平米,城关区 九州 ,
2202,3室2厅1厨2卫,高楼层 (共8层),157㎡,暂无数据,暂无数据,板楼,南 北,框架结构,精装,一梯两户,无,70年,125万,7962元/平米,城关区 九州 ,
2203,3室2厅1厨1卫,中楼层 (共26层),136.77㎡,暂无数据,104.86㎡,板楼,南 北,框架结构,精装,十梯三户,有,70年,142万,10383元/平米,城关区 碧桂园 ,
2204,4室2厅1厨2卫,高楼层 (共6层),151.57㎡,暂无数据,135.82㎡,板楼,南 北,框架结构,简装,一梯三户,无,70年,156万,10293元/平米,城关区 雁滩高新区 ,
2205,2室2厅1厨2卫,高楼层 (共6层),175㎡,暂无数据,155.96㎡,板塔结合,南 北,框架结构,精装,两梯两户,有,70年,280万,16000元/平米,城关区 北面滩 ,
2206,3室2厅2厨2卫,高楼层 (共6层),210.19㎡,暂无数据,177.44㎡,板楼,南 北,钢混结构,精装,一梯四户,有,70年,210万,9991元/平米,城关区 北面滩 ,
2207,3室2厅1厨2卫,高楼层 (共6层),148.24㎡,暂无数据,133.15㎡,板楼,南 北,框架结构,精装,一梯两户,无,70年,169万,11401元/平米,城关区 雁滩高新区 ,
2208,4室2厅1厨2卫,中楼层 (共9层),163.12㎡,暂无数据,145.73㎡,板楼,南 北,钢混结构,精装,一梯三户,无,70年,175万,10729元/平米,城关区 东部 ,
2209,3室2厅1厨1卫,高楼层 (共6层),175㎡,暂无数据,156.21㎡,暂无数据,南 北,未知结构,精装,一梯两户,无,70年,285万,16286元/平米,城关区 北面滩 ,
2210,5室4厅1厨3卫,高楼层 (共7层),238㎡,暂无数据,暂无数据,板楼,南 北,框架结构,精装,一梯两户,无,70年,320万,13446元/平米,城关区 东方红广场 ,
2211,3室2厅1厨2卫,中楼层 (共21层),159.53㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,简装,两梯五户,有,70年,180万,11284元/平米,安宁区 安宁高新区 ,
2212,5室2厅1厨2卫,高楼层 (共11层),254㎡,暂无数据,221.92㎡,平房,南 北,框架结构,精装,一梯两户,暂无数据,70年,415万,16339元/平米,城关区 北面滩 ,
2213,2室1厅1厨2卫,低楼层 (共8层),92㎡,暂无数据,59.4㎡,板塔结合,东 西,框架结构,精装,一梯两户,有,70年,107万,11631元/平米,城关区 大润发 ,
2214,4室3厅1厨3卫,高楼层 (共6层),193.7㎡,暂无数据,172.39㎡,板楼,南 北,框架结构,简装,两梯两户,有,70年,236万,12184元/平米,城关区 北面滩 ,
2215,2室2厅1厨1卫,中楼层 (共32层),95.12㎡,暂无数据,73.39㎡,板楼,南 北,钢混结构,简装,两梯四户,有,70年,140万,14719元/平米,安宁区 莫高大道 ,
2216,3室2厅1厨1卫,高楼层 (共8层),135.89㎡,暂无数据,135.89㎡,板楼,西 北,框架结构,简装,一梯两户,无,70年,130万,9567元/平米,城关区 北面滩 ,
2217,2室2厅1厨1卫,低楼层 (共8层),74.5㎡,暂无数据,64.68㎡,板楼,东 南,钢混结构,简装,一梯两户,无,70年,78.8万,10578元/平米,七里河区 七里河区 ,
2218,1室1厅1厨1卫,中楼层 (共11层),76㎡,暂无数据,暂无数据,板楼,南,钢混结构,简装,一梯三户,无,70年,68万,8948元/平米,城关区 雁滩高新区 ,
2219,1室1厅1厨1卫,高楼层 (共8层),48.09㎡,暂无数据,暂无数据,板楼,南,框架结构,精装,一梯五户,无,70年,55万,11437元/平米,城关区 雁滩高新区 ,
2220,1室1厅1厨1卫,低楼层 (共8层),45.33㎡,暂无数据,39.25㎡,板楼,东,框架结构,简装,一梯三户,无,70年,64万,14119元/平米,城关区 火车站 ,
2221,2室1厅1厨1卫,高楼层 (共6层),60㎡,暂无数据,56.4㎡,板楼,南,混合结构,精装,一梯三户,有,70年,115万,19167元/平米,城关区 兰大盘旋路 ,
2222,1室1厅1厨1卫,高楼层 (共6层),44.29㎡,暂无数据,暂无数据,板楼,东 西,砖混结构,简装,一梯两户,无,70年,58万,13096元/平米,城关区 西关南关 ,
2223,1室1厅1厨1卫,高楼层 (共8层),43.86㎡,暂无数据,暂无数据,暂无数据,西,未知结构,精装,一梯八户,暂无数据,70年,88万,20064元/平米,城关区 西关南关 ,
2224,3室2厅1厨2卫,高楼层 (共16层),137㎡,暂无数据,暂无数据,暂无数据,东北 北,未知结构,毛坯,两梯七户,有,70年,120万,8760元/平米,七里河区 龚家湾 ,
2225,2室2厅1厨1卫,高楼层 (共7层),97.65㎡,暂无数据,87.08㎡,板楼,南,框架结构,简装,一梯三户,无,70年,115万,11777元/平米,城关区 北面滩 ,
2226,1室1厅1厨1卫,中楼层 (共32层),68.58㎡,暂无数据,56.41㎡,板楼,南,框架结构,简装,两梯七户,有,70年,92万,13415元/平米,城关区 雁滩高新区 ,
2227,3室2厅1厨2卫,高楼层 (共33层),152.77㎡,暂无数据,127.24㎡,板楼,南,钢混结构,精装,一梯八户,无,70年,282万,18460元/平米,城关区 火车站 ,
2228,2室2厅1厨1卫,高楼层 (共9层),111.8㎡,暂无数据,97.24㎡,板楼,东 西,框架结构,简装,一梯两户,无,70年,108万,9661元/平米,城关区 西关南关 ,
2229,2室2厅1厨1卫,高楼层 (共9层),111.8㎡,暂无数据,97.24㎡,板楼,东 西,框架结构,简装,一梯两户,无,70年,103万,9213元/平米,城关区 西关南关 ,
2230,2室2厅1厨1卫,高楼层 (共9层),99.5㎡,暂无数据,88.32㎡,板楼,南 北,砖混结构,简装,两梯两户,有,70年,131万,13166元/平米,城关区 东方红广场 ,
2231,2室2厅1厨1卫,中楼层 (共32层),106.94㎡,暂无数据,85.43㎡,板楼,南 北,框架结构,毛坯,两梯八户,有,70年,128.5万,12017元/平米,城关区 黄河北 ,
2232,2室1厅1厨1卫,低楼层 (共19层),65.1㎡,暂无数据,65.1㎡,板塔结合,南 北,框架结构,简装,两梯六户,有,70年,105.8万,16252元/平米,城关区 东方红广场 ,
2233,2室2厅1厨1卫,低楼层 (共32层),96㎡,暂无数据,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,70年,125万,13021元/平米,安宁区 莫高大道 ,
2234,2室1厅1厨1卫,未知 (共0层),91.42㎡,暂无数据,75.95㎡,板塔结合,东 西,框架结构,简装,一梯两户,无,70年,87.8万,9605元/平米,七里河区 郑家庄 ,
2235,3室2厅1厨1卫,高楼层 (共33层),121㎡,暂无数据,91.67㎡,板楼,南 北,框架结构,简装,一梯八户,无,70年,166万,13720元/平米,安宁区 安宁科教城 ,
2236,2室2厅1厨1卫,高楼层 (共5层),61.04㎡,暂无数据,暂无数据,板楼,南 北,砖混结构,简装,一梯两户,无,70年,79万,12943元/平米,城关区 火车站 ,
2237,2室2厅1厨1卫,高楼层 (共28层),106.54㎡,暂无数据,92.12㎡,板楼,南,钢混结构,精装,两梯四户,有,70年,147.8万,13873元/平米,安宁区 海关 ,
2238,2室1厅1厨1卫,低楼层 (共8层),84.04㎡,暂无数据,74.48㎡,塔楼,南 北,砖混结构,简装,一梯三户,无,70年,105万,12495元/平米,城关区 东部 ,
2239,4室2厅1厨3卫,中楼层 (共25层),200㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,70年,192万,9600元/平米,城关区 碧桂园 ,
2240,4室2厅1厨2卫,高楼层 (共18层),147㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,70年,132万,8980元/平米,城关区 碧桂园 ,
2241,4室2厅1厨2卫,高楼层 (共18层),147.6㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,70年,130万,8808元/平米,城关区 碧桂园 ,
2242,4室2厅1厨3卫,中楼层 (共25层),200㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,70年,188万,9400元/平米,城关区 碧桂园 ,
2243,5室2厅1厨4卫,低楼层 (共3层),265㎡,暂无数据,南 北,钢混结构,精装,双拼,70年,530万,20000元/平米,城关区 碧桂园 ,,,,
2244,4室2厅1厨3卫,中楼层 (共25层),200㎡,暂无数据,165.48㎡,板楼,南 北,钢混结构,精装,两梯两户,有,70年,190万,9500元/平米,城关区 碧桂园 ,
2245,4室2厅1厨3卫,高楼层 (共26层),171.45㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,70年,170万,9916元/平米,城关区 碧桂园 ,
2246,4室2厅1厨3卫,低楼层 (共26层),169㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,70年,155万,9172元/平米,城关区 碧桂园 ,
2247,5室2厅1厨3卫,低楼层 (共3层),342.32㎡,暂无数据,南 北,钢混结构,毛坯,双拼,70年,400万,11685元/平米,城关区 碧桂园 ,,,,
2248,4室2厅1厨2卫,中楼层 (共18层),149.7㎡,暂无数据,暂无数据,板楼,南,钢混结构,精装,两梯两户,有,70年,138万,9219元/平米,城关区 碧桂园 ,
2249,4室2厅1厨2卫,高楼层 (共27层),126㎡,暂无数据,暂无数据,板楼,南 北,框架结构,毛坯,两梯两户,有,70年,119万,9445元/平米,城关区 碧桂园 ,
2250,4室2厅1厨2卫,高楼层 (共18层),147㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,70年,136万,9252元/平米,城关区 碧桂园 ,
2251,6室2厅1厨4卫,低楼层 (共3层),265.79㎡,暂无数据,南 北,钢混结构,毛坯,独栋,70年,470万,17684元/平米,城关区 碧桂园 ,,,,
2252,3室3厅1厨2卫,高楼层 (共7层),108㎡,暂无数据,暂无数据,板楼,南 北,框架结构,简装,一梯四户,无,70年,98万,9075元/平米,城关区 九州 ,
2253,4室2厅1厨2卫,高楼层 (共30层),126.98㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,毛坯,两梯两户,有,70年,125万,9845元/平米,城关区 碧桂园 ,
2254,5室2厅1厨3卫,低楼层 (共3层),271㎡,暂无数据,南 北,钢混结构,毛坯,双拼,70年,520万,19189元/平米,城关区 碧桂园 ,,,,
2255,5室2厅1厨3卫,低楼层 (共1层),271㎡,暂无数据,南 北,钢混结构,毛坯,双拼,70年,550万,20296元/平米,城关区 碧桂园 ,,,,
2256,4室4厅2厨1卫,高楼层 (共25层),222㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,70年,266万,11982元/平米,城关区 碧桂园 ,
2257,1室1厅1厨1卫,高楼层 (共4层),45.65㎡,暂无数据,暂无数据,暂无数据,南,未知结构,精装,一梯四户,暂无数据,70年,52万,11392元/平米,西固区 西固区 ,
2258,2室2厅1厨2卫,低楼层 (共6层),121.26㎡,暂无数据,109.56㎡,板楼,南 北,框架结构,简装,一梯两户,无,70年,140万,11546元/平米,城关区 北面滩 ,
2259,2室2厅1厨1卫,高楼层 (共9层),89.8㎡,暂无数据,77.18㎡,板楼,南,框架结构,简装,一梯三户,无,70年,95万,10580元/平米,城关区 东部 ,
2260,3室2厅1厨1卫,低楼层 (共26层),170㎡,暂无数据,136.18㎡,板楼,东 南,钢混结构,简装,两梯六户,有,70年,268万,15765元/平米,城关区 兰大盘旋路 ,
2261,2室1厅1厨1卫,高楼层 (共9层),65.28㎡,暂无数据,暂无数据,板楼,东 西,框架结构,精装,一梯三户,无,70年,83万,12715元/平米,城关区 兰大盘旋路 ,
2262,2室1厅1厨1卫,高楼层 (共6层),66㎡,暂无数据,50㎡,板楼,东 西,砖混结构,精装,一梯三户,无,70年,79.8万,12091元/平米,城关区 西关南关 ,
2263,3室2厅1厨1卫,中楼层 (共12层),122.21㎡,暂无数据,106.72㎡,板楼,南 北,钢混结构,简装,一梯三户,无,70年,168.8万,13813元/平米,安宁区 安宁科教城 ,
2264,2室1厅1厨1卫,高楼层 (共6层),52.09㎡,暂无数据,暂无数据,板塔结合,南,混合结构,毛坯,一梯三户,无,70年,87.8万,16856元/平米,城关区 兰大盘旋路 ,
2265,2室2厅1厨1卫,中楼层 (共8层),78.25㎡,暂无数据,暂无数据,暂无数据,西 东,未知结构,精装,一梯两户,无,70年,148万,18914元/平米,城关区 大润发 ,
2266,2室2厅1厨1卫,中楼层 (共23层),119.66㎡,暂无数据,暂无数据,板楼,西,框架结构,其他,两梯九户,有,70年,165万,13790元/平米,城关区 西关南关 ,
2267,3室2厅1厨1卫,高楼层 (共7层),75㎡,暂无数据,暂无数据,板楼,南 北,框架结构,简装,一梯三户,无,70年,105万,14000元/平米,城关区 火车站 ,
2268,1室0厅1厨1卫,低楼层 (共18层),35.66㎡,暂无数据,暂无数据,板楼,北,框架结构,精装,一梯八户,有,70年,47万,13181元/平米,城关区 北面滩 ,
2269,3室2厅1厨2卫,中楼层 (共25层),163.45㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,三梯十七户,有,70年,198万,12114元/平米,城关区 西关南关 ,
2270,4室2厅1厨2卫,高楼层 (共19层),184㎡,暂无数据,暂无数据,塔楼,西 南,框架结构,简装,两梯六户,有,70年,230万,12500元/平米,城关区 东方红广场 ,
2271,5室2厅1厨2卫,中楼层 (共13层),187.98㎡,暂无数据,暂无数据,板楼,东 西南,框架结构,简装,一梯十五户,有,70年,230万,12236元/平米,城关区 东部 ,
2272,3室2厅1厨1卫,中楼层 (共8层),82㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,无,70年,152万,18537元/平米,城关区 五泉广场 ,
2273,2室2厅1厨1卫,高楼层 (共8层),91㎡,暂无数据,暂无数据,板塔结合,南,框架结构,精装,一梯两户,暂无数据,70年,172万,18902元/平米,城关区 兰大盘旋路 ,
2274,3室2厅1厨1卫,中楼层 (共8层),135㎡,暂无数据,暂无数据,板楼,东 西,框架结构,简装,一梯两户,无,70年,176万,13038元/平米,城关区 五泉广场 ,
2275,4室1厅0厨2卫,高楼层 (共24层),378㎡,暂无数据,暂无数据,塔楼,东南,钢混结构,简装,两梯四户,有,70年,605万,16006元/平米,城关区 西关南关 ,
2276,6室2厅2厨2卫,高楼层 (共8层),280.66㎡,暂无数据,暂无数据,暂无数据,东 西,未知结构,精装,一梯三户,暂无数据,70年,280万,9977元/平米,城关区 大润发 ,
2277,1室1厅1厨1卫,中楼层 (共8层),43.43㎡,暂无数据,暂无数据,板楼,北,框架结构,简装,一梯四户,无,70年,66万,15197元/平米,城关区 五泉广场 ,
2278,2室1厅1厨1卫,中楼层 (共8层),49.71㎡,暂无数据,暂无数据,板楼,南,框架结构,简装,一梯四户,无,70年,76.5万,15390元/平米,城关区 五泉广场 ,
2279,3室2厅1厨1卫,高楼层 (共28层),157.5㎡,暂无数据,暂无数据,塔楼,西南,钢混结构,精装,两梯四户,有,70年,310万,19683元/平米,城关区 西关南关 ,
2280,2室2厅1厨1卫,中楼层 (共8层),63㎡,暂无数据,暂无数据,板楼,东 西,框架结构,简装,一梯两户,无,70年,120万,19048元/平米,城关区 五泉广场 ,
2281,3室2厅1厨1卫,中楼层 (共7层),142.59㎡,暂无数据,暂无数据,板楼,南 北,框架结构,简装,一梯两户,无,70年,180万,12624元/平米,城关区 二热 ,
2282,3室2厅1厨1卫,高楼层 (共30层),190㎡,暂无数据,暂无数据,板楼,西 北,钢混结构,精装,三梯十一户,有,70年,266万,14000元/平米,城关区 西关南关 ,
2283,3室2厅1厨1卫,低楼层 (共33层),128.75㎡,暂无数据,暂无数据,板楼,南,钢混结构,简装,两梯五户,有,70年,192万,14913元/平米,安宁区 罗马花园 ,
2284,2室2厅1厨1卫,低楼层 (共11层),109.17㎡,暂无数据,100㎡,板楼,南 北,钢混结构,简装,一梯三户,有,70年,131万,12000元/平米,城关区 北面滩 ,
2285,3室1厅1厨1卫,高楼层 (共12层),113.5㎡,暂无数据,94.95㎡,板楼,西南,框架结构,简装,一梯四户,无,70年,110万,9692元/平米,西固区 西固区 ,
2286,2室1厅1厨1卫,高楼层 (共8层),60㎡,暂无数据,暂无数据,板塔结合,东,框架结构,简装,一梯三户,无,70年,68万,11334元/平米,西固区 西固区 ,
2287,3室2厅1厨2卫,高楼层 (共30层),129.92㎡,暂无数据,104.42㎡,塔楼,南,框架结构,简装,三梯十户,有,70年,163万,12547元/平米,城关区 东部 ,
2288,2室2厅1厨1卫,低楼层 (共8层),63.48㎡,暂无数据,暂无数据,板楼,东 西,混合结构,简装,一梯两户,无,70年,76万,11973元/平米,西固区 西固区 ,
2289,2室2厅1厨1卫,中楼层 (共25层),92.38㎡,暂无数据,73.17㎡,板楼,南,框架结构,简装,一梯四户,无,70年,106万,11475元/平米,西固区 西固区 ,
2290,2室2厅1厨1卫,低楼层 (共33层),93.42㎡,暂无数据,暂无数据,板楼,南,钢混结构,简装,两梯四户,有,70年,128万,13702元/平米,安宁区 海关 ,
2291,2室2厅1厨1卫,中楼层 (共28层),99.22㎡,暂无数据,暂无数据,塔楼,南 北,钢混结构,精装,三梯十户,有,70年,280万,28221元/平米,城关区 兰大盘旋路 ,
2292,2室2厅1厨1卫,高楼层 (共8层),91㎡,暂无数据,80.35㎡,板楼,东 西,砖混结构,精装,两梯两户,有,70年,80万,8792元/平米,城关区 九州 ,
2293,3室2厅1厨1卫,中楼层 (共29层),101.81㎡,暂无数据,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,70年,99万,9724元/平米,城关区 碧桂园 ,
2294,2室2厅1厨1卫,高楼层 (共20层),103㎡,暂无数据,暂无数据,塔楼,西南 北,钢混结构,简装,一梯八户,无,70年,120万,11651元/平米,城关区 五泉广场 ,
2295,1室1厅1厨1卫,中楼层 (共30层),52.82㎡,暂无数据,37.4㎡,板楼,东北,钢混结构,精装,两梯十二户,有,70年,59.5万,11265元/平米,城关区 碧桂园 ,
2296,1室1厅1厨1卫,低楼层 (共26层),66.52㎡,暂无数据,暂无数据,板楼,南 西,钢混结构,精装,三梯八户,有,70年,76万,11426元/平米,城关区 碧桂园 ,
