房屋户型	所在楼层	建筑面积	户型结构	套内面积	建筑类型	房屋朝向	建筑结构	装修情况	梯户比例	配备电梯	产权年限	房屋总价	每平米售价	房屋地区
2室1厅1厨1卫	中楼层 (共24层)	92㎡	平层	暂无数据	板楼	南	框架结构	其他	一梯四户	无	70年	130万	14131元/平米	城关区 北面滩 	
2室1厅1厨1卫	高楼层 (共30层)	92.34㎡	平层	暂无数据	塔楼	西南	框架结构	精装	两梯八户	有	70年	128万	13862元/平米	城关区 东部 	
3室2厅1厨2卫	低楼层 (共30层)	124㎡	平层	暂无数据	板楼	南 北	钢混结构	精装	两梯四户	有	70年	122万	9839元/平米	城关区 碧桂园 	
3室2厅1厨2卫	高楼层 (共18层)	120.6㎡	平层	暂无数据	板楼	南	框架结构	精装	两梯三户	有	70年	116万	9619元/平米	城关区 碧桂园 	
4室2厅1厨2卫	中楼层 (共25层)	181.2㎡	平层	暂无数据	板楼	南 北	框架结构	精装	三梯两户	有	70年	172万	9493元/平米	城关区 碧桂园 	
3室2厅1厨2卫	中楼层 (共33层)	127㎡	平层	98.07㎡	板塔结合	南 北	钢混结构	毛坯	两梯四户	有	70年	127.5万	10040元/平米	城关区 碧桂园 	
3室2厅1厨2卫	高楼层 (共18层)	127.57㎡	平层	暂无数据	板楼	南	框架结构	精装	两梯三户	有	70年	139.7万	10951元/平米	城关区 碧桂园 	
5室2厅1厨3卫	中楼层 (共28层)	281.88㎡	平层	暂无数据	板楼	南 北	钢混结构	精装	两梯两户	有	70年	275万	9756元/平米	城关区 碧桂园 	
4室2厅1厨2卫	中楼层 (共18层)	148㎡	平层	暂无数据	板楼	南 北	钢混结构	简装	两梯两户	有	70年	159万	10744元/平米	城关区 碧桂园 	
3室2厅1厨2卫	高楼层 (共26层)	135㎡	平层	暂无数据	板楼	南 北	钢混结构	精装	两梯三户	有	70年	134.9万	9993元/平米	城关区 碧桂园 	
4室2厅1厨3卫	高楼层 (共25层)	180㎡	平层	暂无数据	板楼	南 北	钢混结构	精装	两梯两户	有	70年	213万	11834元/平米	城关区 碧桂园 	
3室2厅1厨2卫	高楼层 (共26层)	120.18㎡	平层	暂无数据	板楼	南 北	框架结构	毛坯	一梯五户	无	70年	118万	9819元/平米	城关区 九州 	
3室2厅1厨2卫	高楼层 (共26层)	124㎡	平层	暂无数据	板楼	南 北	钢混结构	精装	两梯四户	有	70年	125万	10081元/平米	城关区 碧桂园 	
4室2厅1厨2卫	中楼层 (共18层)	140㎡	平层	112.1㎡	板楼	南 北	框架结构	精装	两梯两户	有	70年	149.5万	10679元/平米	城关区 碧桂园 	
2室2厅1厨1卫	高楼层 (共6层)	85.21㎡	平层	74.73㎡	板楼	东 西	砖混结构	精装	一梯两户	无	70年	68万	7981元/平米	城关区 九州 	
2室2厅1厨1卫	中楼层 (共26层)	84.97㎡	平层	66.7㎡	板楼	西北	框架结构	精装	一梯四户	无	70年	118万	13888元/平米	城关区 北面滩 	
2室1厅1厨1卫	中楼层 (共8层)	61㎡	平层	暂无数据	板楼	东南	框架结构	简装	一梯三户	无	70年	92万	15082元/平米	城关区 火车站 	
3室2厅1厨2卫	中楼层 (共13层)	130㎡	平层	暂无数据	板楼	南 北	钢混结构	精装	一梯两户	暂无数据	70年	190万	14616元/平米	城关区 北面滩 	
3室2厅1厨1卫	低楼层 (共9层)	124.26㎡	平层	暂无数据	板楼	南 北	框架结构	其他	一梯两户	无	70年	120万	9658元/平米	城关区 大润发 	
3室2厅1厨1卫	高楼层 (共8层)	140.5㎡	平层	暂无数据	板楼	南 北	钢混结构	精装	一梯两户	无	70年	198万	14093元/平米	城关区 西关南关 	
3室2厅1厨2卫	低楼层 (共8层)	122㎡	平层	暂无数据	板楼	南 北	钢混结构	精装	一梯两户	无	70年	123万	10082元/平米	城关区 幸福巷 	
2室2厅1厨1卫	中楼层 (共29层)	91.38㎡	平层	暂无数据	板楼	东南	框架结构	精装	两梯七户	有	70年	122万	13351元/平米	城关区 北面滩 	
2室1厅1厨1卫	高楼层 (共26层)	76㎡	平层	暂无数据	暂无数据	南	钢混结构	毛坯	两梯八户	有	70年	66万	8685元/平米	城关区 碧桂园 	
1室1厅1厨1卫	低楼层 (共26层)	58㎡	平层	暂无数据	暂无数据	南 北	钢混结构	毛坯	两梯八户	有	70年	57万	9828元/平米	城关区 碧桂园 	
2室2厅1厨1卫	高楼层 (共32层)	96.51㎡	平层	77.52㎡	板楼	南	钢混结构	简装	两梯四户	有	70年	130万	13471元/平米	安宁区 莫高大道 	
3室2厅1厨2卫	低楼层 (共32层)	126㎡	平层	暂无数据	板塔结合	南	框架结构	精装	两梯四户	有	70年	150万	11905元/平米	城关区 九州 	
2室1厅1厨1卫	中楼层 (共29层)	99.27㎡	平层	73.1㎡	板楼	东	框架结构	精装	一梯六户	有	70年	149万	15010元/平米	城关区 雁滩高新区 	
3室2厅1厨2卫	低楼层 (共18层)	126.59㎡	平层	暂无数据	板楼	南 北	钢混结构	简装	两梯两户	有	70年	200万	15800元/平米	城关区 碧桂园 	
2室2厅1厨1卫	低楼层 (共6层)	88.4㎡	平层	暂无数据	板塔结合	东 西	砖混结构	精装	一梯两户	无	50年	76.8万	8688元/平米	城关区 九州 	
4室2厅2厨2卫	中楼层 (共25层)	181㎡	平层	暂无数据	板塔结合	南 北	钢混结构	毛坯	两梯两户	有	70年	170万	9393元/平米	城关区 碧桂园 	
3室2厅1厨2卫	高楼层 (共26层)	133.48㎡	平层	暂无数据	板楼	南 北	钢混结构	精装	两梯三户	有	70年	125万	9365元/平米	城关区 碧桂园 	
2室2厅1厨1卫	中楼层 (共8层)	105㎡	平层	暂无数据	暂无数据	南 北	未知结构	精装	一梯两户	无	70年	178万	16953元/平米	城关区 西关南关 	
3室2厅1厨2卫	高楼层 (共26层)	148.96㎡	平层	暂无数据	板楼	南	钢混结构	精装	两梯三户	有	70年	150万	10070元/平米	城关区 碧桂园 	
2室1厅1厨1卫	高楼层 (共12层)	85.78㎡	平层	暂无数据	板楼	东	框架结构	简装	一梯三户	有	70年	120万	13990元/平米	西固区 西固区 	
2室2厅1厨1卫	低楼层 (共26层)	80.36㎡	平层	59㎡	板楼	南 北	钢混结构	精装	三梯八户	有	70年	79万	9831元/平米	城关区 碧桂园 	
2室2厅1厨1卫	中楼层 (共18层)	86.99㎡	平层	70.44㎡	板楼	东 北	框架结构	简装	两梯十户	有	70年	86万	9887元/平米	城关区 九州 	
3室2厅1厨2卫	中楼层 (共6层)	150.25㎡	平层	135.76㎡	板楼	南 北	框架结构	简装	一梯两户	无	70年	175万	11648元/平米	城关区 北面滩 	
3室2厅1厨1卫	中楼层 (共22层)	121㎡	平层	94.82㎡	板楼	南 北	钢混结构	精装	两梯四户	有	70年	196万	16199元/平米	安宁区 海关 	
2室2厅1厨1卫	低楼层 (共28层)	78.8㎡	平层	60.46㎡	板楼	东南	框架结构	简装	两梯五户	有	70年	86万	10914元/平米	城关区 九州 	
3室1厅1厨1卫	中楼层 (共6层)	68.38㎡	平层	暂无数据	暂无数据	南 北	未知结构	简装	一梯三户	无	70年	74万	10822元/平米	西固区 西固区 	
3室2厅1厨1卫	高楼层 (共34层)	104㎡	平层	90㎡	板楼	南 北	钢混结构	精装	两梯五户	有	70年	173万	16635元/平米	安宁区 海关 	
3室2厅1厨1卫	中楼层 (共24层)	106.27㎡	平层	77.74㎡	板楼	南	钢混结构	简装	两梯三户	有	70年	103万	9693元/平米	城关区 碧桂园 	
3室2厅1厨2卫	低楼层 (共26层)	137.77㎡	平层	暂无数据	板楼	南 北	框架结构	精装	十梯三户	有	70年	144.7万	10504元/平米	城关区 碧桂园 	
2室2厅1厨1卫	低楼层 (共8层)	95.57㎡	平层	82.14㎡	板楼	东 西	框架结构	精装	两梯三户	有	70年	245万	25636元/平米	城关区 兰大盘旋路 	
2室1厅1厨1卫	高楼层 (共6层)	62㎡	平层	暂无数据	塔楼	南	混合结构	简装	一梯三户	无	70年	80万	12904元/平米	城关区 二热 	
2室2厅1厨1卫	高楼层 (共28层)	106.54㎡	平层	暂无数据	板楼	南	钢混结构	简装	两梯四户	有	70年	149万	13986元/平米	安宁区 海关 	
2室1厅1厨1卫	低楼层 (共5层)	55.65㎡	平层	暂无数据	暂无数据	南 北	砖混结构	简装	一梯两户	无	70年	158万	28392元/平米	城关区 东方红广场 	
2室1厅1厨1卫	高楼层 (共32层)	108.72㎡	平层	暂无数据	板楼	南 西	钢混结构	精装	一梯四户	暂无数据	70年	220万	20236元/平米	城关区 兰大盘旋路 	
2室1厅1厨1卫	中楼层 (共10层)	79.69㎡	平层	暂无数据	板楼	南	框架结构	精装	一梯三户	无	70年	95万	11922元/平米	城关区 东部 	
3室2厅1厨1卫	低楼层 (共14层)	129.48㎡	平层	111.28㎡	板楼	南 北	框架结构	精装	两梯三户	有	70年	138万	10659元/平米	安宁区 安宁科教城 	
4室2厅1厨2卫	低楼层 (共33层)	178.18㎡	平层	暂无数据	板楼	南 北	框架结构	毛坯	两梯四户	有	70年	188万	10552元/平米	安宁区 罗马花园 	
3室2厅1厨2卫	中楼层 (共15层)	135.85㎡	平层	暂无数据	暂无数据	南 北	未知结构	毛坯	一梯一户	暂无数据	50年	190万	13987元/平米	七里河区 仁恒美林郡 	
2室2厅1厨1卫	低楼层 (共32层)	101.58㎡	平层	暂无数据	板塔结合	南 北	框架结构	简装	一梯六户	有	70年	135万	13291元/平米	城关区 雁滩高新区 	
3室2厅1厨2卫	高楼层 (共33层)	162.8㎡	平层	暂无数据	板楼	南 北	框架结构	毛坯	两梯七户	有	70年	199万	12224元/平米	安宁区 海关 	
3室2厅1厨1卫	高楼层 (共9层)	100㎡	平层	暂无数据	板楼	南 北	砖混结构	简装	一梯两户	暂无数据	70年	148万	14800元/平米	城关区 东方红广场 	
4室2厅1厨2卫	高楼层 (共30层)	154㎡	平层	暂无数据	板楼	东南	框架结构	简装	两梯八户	有	70年	195万	12663元/平米	城关区 东部 	
2室2厅1厨1卫	中楼层 (共26层)	132㎡	平层	暂无数据	塔楼	东 南	钢混结构	简装	两梯七户	有	70年	260万	19697元/平米	城关区 东方红广场 	
3室2厅1厨1卫	低楼层 (共8层)	110㎡	平层	暂无数据	板楼	南 北	框架结构	简装	一梯两户	无	70年	140万	12728元/平米	城关区 大润发 	
3室2厅1厨2卫	中楼层 (共16层)	181.6㎡	平层	147.16㎡	板楼	南 北	钢混结构	简装	一梯两户	有	70年	235万	12941元/平米	城关区 大润发 	
3室2厅1厨2卫	中楼层 (共8层)	121.56㎡	平层	103.47㎡	板楼	南 北	框架结构	简装	一梯两户	无	70年	128万	10530元/平米	城关区 黄河北 	
4室2厅1厨2卫	高楼层 (共6层)	158㎡	复式	暂无数据	板楼	南 北	框架结构	简装	一梯两户	无	70年	165万	10444元/平米	城关区 雁滩高新区 	
4室2厅1厨2卫	高楼层 (共8层)	137㎡	复式	暂无数据	板楼	南 北	钢混结构	简装	一梯两户	无	70年	154万	11241元/平米	七里河区 七里河区 	
1室0厅1厨1卫	高楼层 (共33层)	40.22㎡	平层	31.43㎡	板楼	东	框架结构	简装	一梯六户	无	70年	85万	21134元/平米	城关区 火车站 	
1室1厅1厨1卫	中楼层 (共5层)	33.51㎡	平层	33.51㎡	平房	东 南 北	框架结构	简装	两梯四户	有	70年	87.5万	26112元/平米	城关区 东方红广场 	
2室2厅1厨1卫	低楼层 (共26层)	94.18㎡	平层	67.34㎡	板楼	南 北	钢混结构	精装	两梯四户	有	70年	135万	14335元/平米	城关区 北面滩 	
2室2厅1厨1卫	高楼层 (共8层)	97.44㎡	平层	88.33㎡	板楼	东南	钢混结构	毛坯	一梯三户	无	70年	120万	12316元/平米	七里河区 仁恒美林郡 	
2室2厅1厨1卫	高楼层 (共18层)	92.65㎡	平层	73.44㎡	板楼	南 北	框架结构	精装	两梯三户	有	70年	145万	15651元/平米	城关区 北面滩 	
1室1厅1厨1卫	高楼层 (共6层)	31㎡	平层	暂无数据	板楼	南	混合结构	简装	一梯三户	无	70年	33万	10646元/平米	西固区 西固区 	
2室1厅1厨1卫	中楼层 (共9层)	55㎡	平层	暂无数据	板楼	西北	混合结构	简装	两梯两户	有	70年	53万	9637元/平米	城关区 西关南关 	
2室2厅1厨1卫	高楼层 (共26层)	88.57㎡	平层	暂无数据	塔楼	南	框架结构	精装	两梯四户	有	70年	90万	10162元/平米	城关区 碧桂园 	
2室2厅1厨1卫	低楼层 (共26层)	92.57㎡	平层	70.22㎡	板楼	南	钢混结构	精装	两梯三户	有	70年	82万	8859元/平米	城关区 碧桂园 	
2室2厅1厨1卫	中楼层 (共8层)	73.65㎡	平层	暂无数据	板楼	南 北	框架结构	简装	一梯三户	无	70年	88万	11949元/平米	城关区 雁滩高新区 	
2室2厅1厨1卫	低楼层 (共34层)	87㎡	平层	暂无数据	板楼	南	钢混结构	简装	两梯五户	有	70年	136万	15633元/平米	安宁区 海关 	
2室1厅1厨1卫	中楼层 (共5层)	70㎡	平层	50.2㎡	板楼	南 北	砖混结构	简装	一梯四户	无	70年	105万	15000元/平米	城关区 东方红广场 	
2室2厅1厨1卫	低楼层 (共33层)	94.33㎡	平层	暂无数据	板楼	东南	钢混结构	简装	两梯六户	有	70年	122.8万	13019元/平米	安宁区 刘家堡 	
2室2厅1厨1卫	中楼层 (共30层)	96㎡	平层	暂无数据	塔楼	南	框架结构	精装	一梯三户	无	70年	183万	19063元/平米	城关区 大润发 	
2室2厅1厨1卫	高楼层 (共32层)	97.78㎡	平层	77.9㎡	板楼	东南	框架结构	精装	两梯八户	有	70年	138万	14114元/平米	城关区 北面滩 	
2室2厅1厨1卫	中楼层 (共33层)	92.87㎡	平层	暂无数据	板楼	西北	框架结构	简装	一梯六户	无	70年	120万	12922元/平米	城关区 北面滩 	
1室1厅1厨1卫	低楼层 (共34层)	51.47㎡	平层	暂无数据	板楼	南	钢混结构	精装	两梯六户	有	70年	87.8万	17059元/平米	安宁区 海关 	
2室2厅1厨1卫	低楼层 (共32层)	99.39㎡	平层	暂无数据	板楼	南	框架结构	精装	一梯四户	无	70年	159万	15998元/平米	城关区 北面滩 	
2室1厅1厨1卫	高楼层 (共7层)	51㎡	平层	暂无数据	板楼	南 北	砖混结构	简装	一梯三户	无	70年	83万	16275元/平米	城关区 五泉广场 	
2室2厅1厨1卫	中楼层 (共7层)	105.74㎡	平层	82.09㎡	板楼	南	框架结构	简装	一梯五户	无	70年	136万	12862元/平米	城关区 东部 	
2室1厅1厨1卫	中楼层 (共10层)	63㎡	平层	54.41㎡	板楼	东 西	框架结构	简装	一梯四户	有	70年	76万	12064元/平米	城关区 东部 	
2室2厅1厨1卫	高楼层 (共11层)	109.04㎡	平层	97.56㎡	板楼	南 西	框架结构	简装	一梯四户	有	70年	130万	11923元/平米	城关区 雁滩高新区 	
2室1厅1厨1卫	中楼层 (共8层)	56.28㎡	平层	暂无数据	板楼	南 北	框架结构	简装	一梯三户	暂无数据	70年	92.8万	16489元/平米	城关区 兰大盘旋路 	
2室1厅1厨1卫	高楼层 (共7层)	65㎡	平层	暂无数据	暂无数据	南 北	未知结构	简装	一梯三户	无	70年	102.8万	15816元/平米	城关区 兰大盘旋路 	
1室1厅1厨1卫	低楼层 (共16层)	52.96㎡	平层	暂无数据	板楼	东	框架结构	简装	一梯四户	无	70年	60万	11330元/平米	城关区 雁滩高新区 	
2室1厅1厨1卫	低楼层 (共6层)	70.25㎡	平层	暂无数据	暂无数据	南 北	未知结构	简装	一梯三户	暂无数据	70年	72.5万	10321元/平米	安宁区 费家营十子 	
2室2厅1厨1卫	高楼层 (共9层)	93.89㎡	平层	暂无数据	板楼	南 北	框架结构	简装	一梯三户	无	70年	90万	9586元/平米	城关区 五泉广场 	
2室1厅1厨1卫	高楼层 (共7层)	58.67㎡	平层	暂无数据	板楼	东南	框架结构	简装	一梯六户	无	70年	80万	13636元/平米	城关区 西关南关 	
2室1厅1厨1卫	高楼层 (共31层)	65㎡	平层	暂无数据	板楼	南	框架结构	精装	两梯五户	有	70年	78万	12000元/平米	城关区 九州 	
2室2厅1厨1卫	低楼层 (共8层)	93.36㎡	平层	暂无数据	板塔结合	南	框架结构	简装	一梯两户	无	70年	98万	10498元/平米	城关区 大沙坪 	
3室1厅1厨1卫	低楼层 (共27层)	85.14㎡	平层	暂无数据	板楼	北 南	框架结构	简装	两梯四户	有	70年	86万	10102元/平米	城关区 九州 	
3室2厅1厨1卫	高楼层 (共34层)	106.24㎡	平层	暂无数据	板楼	南 北	未知结构	精装	一梯四户	暂无数据	70年	92万	8660元/平米	西固区 西固区 	
2室2厅1厨1卫	高楼层 (共6层)	81.58㎡	平层	暂无数据	板楼	南 北	框架结构	精装	一梯两户	无	70年	76万	9317元/平米	城关区 九州 	
3室2厅1厨1卫	高楼层 (共7层)	105㎡	平层	暂无数据	板塔结合	东 西	砖混结构	简装	一梯两户	无	70年	84万	8000元/平米	城关区 九州 	
2室1厅1厨1卫	中楼层 (共6层)	84㎡	平层	暂无数据	板楼	东 西	框架结构	精装	一梯两户	无	70年	85万	10120元/平米	城关区 九州 	
2室2厅1厨1卫	高楼层 (共9层)	108.9㎡	平层	暂无数据	板楼	南 北	框架结构	精装	一梯两户	无	70年	118万	10836元/平米	西固区 西固区 	
3室2厅1厨1卫	中楼层 (共14层)	110㎡	平层	暂无数据	板楼	南 北	框架结构	精装	一梯四户	有	70年	115万	10455元/平米	西固区 西固区 	
2室2厅1厨1卫	高楼层 (共9层)	82.88㎡	平层	暂无数据	板楼	南 北	框架结构	精装	一梯两户	无	70年	80万	9653元/平米	城关区 九州 	
3室2厅1厨2卫	高楼层 (共26层)	135.38㎡	平层	103.11㎡	板楼	南 北	钢混结构	精装	两梯三户	有	70年	142万	10488元/平米	城关区 碧桂园 	
3室2厅1厨1卫	低楼层 (共4层)	105㎡	平层	暂无数据	板楼	南 北	框架结构	精装	一梯两户	无	70年	95万	9048元/平米	城关区 九州 	
2室2厅1厨1卫	低楼层 (共8层)	68㎡	平层	暂无数据	暂无数据	南 北	未知结构	简装	一梯两户	无	70年	67万	9853元/平米	城关区 九州 	
2室2厅1厨2卫	中楼层 (共9层)	120.88㎡	平层	暂无数据	板楼	西	框架结构	简装	一梯三户	无	70年	133.8万	11069元/平米	安宁区 海关 	
3室2厅1厨2卫	低楼层 (共27层)	126.15㎡	平层	暂无数据	板楼	南 北	框架结构	毛坯	两梯四户	有	70年	119万	9434元/平米	城关区 碧桂园 	
3室2厅1厨2卫	高楼层 (共33层)	135㎡	平层	暂无数据	板楼	南 北	钢混结构	精装	两梯四户	有	70年	229万	16963元/平米	安宁区 罗马花园 	
2室1厅1厨1卫	高楼层 (共8层)	75.14㎡	平层	暂无数据	暂无数据	东	未知结构	简装	一梯三户	无	70年	75万	9982元/平米	西固区 西固区 	
3室2厅1厨2卫	中楼层 (共31层)	142㎡	平层	暂无数据	板塔结合	东南 南 北	钢混结构	精装	两梯三户	有	70年	140万	9860元/平米	城关区 碧桂园 	
2室2厅1厨1卫	低楼层 (共26层)	95.6㎡	平层	暂无数据	板楼	南	框架结构	毛坯	一梯五户	无	70年	84万	8787元/平米	城关区 九州 	
2室1厅1厨1卫	低楼层 (共6层)	61.2㎡	平层	暂无数据	暂无数据	南	未知结构	简装	一梯两户	暂无数据	70年	65万	10621元/平米	西固区 西固区 	
3室2厅1厨1卫	低楼层 (共7层)	119.52㎡	平层	106.8㎡	板楼	南 北	框架结构	精装	一梯两户	无	70年	117万	9790元/平米	安宁区 安宁高新区 	
3室2厅1厨1卫	中楼层 (共27层)	120.59㎡	平层	98.23㎡	塔楼	西北	钢混结构	精装	两梯八户	有	70年	185万	15342元/平米	城关区 兰大盘旋路 	
3室2厅1厨2卫	高楼层 (共33层)	114㎡	平层	暂无数据	板楼	南 北	框架结构	精装	两梯六户	有	70年	185万	16229元/平米	城关区 雁滩高新区 	
3室2厅1厨2卫	中楼层 (共30层)	156.7㎡	平层	121.36㎡	板塔结合	东 南 北	钢混结构	精装	一梯四户	无	70年	248万	15827元/平米	城关区 二热 	
2室2厅1厨1卫	高楼层 (共29层)	112.74㎡	平层	87.97㎡	板楼	东 南	钢混结构	精装	一梯七户	无	70年	206万	18273元/平米	城关区 五泉广场 	
2室2厅1厨1卫	高楼层 (共9层)	76㎡	平层	暂无数据	板楼	南 西 北	钢结构	简装	一梯两户	无	70年	246万	32369元/平米	城关区 西关南关 	
