房屋户型	所在楼层	建筑面积	户型结构	套内面积	建筑类型	房屋朝向	建筑结构	装修情况	梯户比例	配备电梯	产权年限	房屋总价	每平米售价	房屋地区
2室2厅1厨1卫	中楼层 (共32层)	94㎡	暂无数据	暂无数据	板楼	南	框架结构	简装	两梯六户	有	70年	149万	15852元/平米	城关区 雁滩高新区 	
3室2厅1厨2卫	低楼层 (共30层)	158㎡	暂无数据	暂无数据	板塔结合	东 南 北	框架结构	简装	一梯三户	有	70年	279万	17659元/平米	七里河区 金港城 	
2室2厅1厨1卫	低楼层 (共32层)	96㎡	暂无数据	暂无数据	板楼	南	钢混结构	精装	两梯四户	有	70年	135万	14063元/平米	安宁区 莫高大道 	
3室1厅1厨2卫	低楼层 (共8层)	100㎡	暂无数据	暂无数据	板楼	南 北	框架结构	简装	一梯两户	无	70年	112万	11200元/平米	城关区 大润发 	
3室2厅1厨2卫	高楼层 (共16层)	138.24㎡	暂无数据	暂无数据	板楼	南 北	钢混结构	毛坯	两梯两户	有	70年	188万	13600元/平米	安宁区 安宁庭院 	
2室2厅1厨1卫	中楼层 (共8层)	82.18㎡	暂无数据	暂无数据	板楼	东 西	框架结构	简装	一梯两户	无	70年	85万	10344元/平米	城关区 二热 	
2室2厅1厨1卫	高楼层 (共6层)	84㎡	暂无数据	暂无数据	板塔结合	东 西	砖混结构	简装	一梯三户	无	70年	103万	12262元/平米	安宁区 海关 	
3室2厅2厨2卫	低楼层 (共32层)	135.33㎡	暂无数据	暂无数据	板楼	西南	框架结构	简装	两梯七户	有	70年	140万	10346元/平米	城关区 雁滩高新区 	
2室2厅1厨1卫	中楼层 (共25层)	76.75㎡	暂无数据	61㎡	塔楼	东 北	钢混结构	精装	两梯五户	有	70年	125万	16287元/平米	城关区 大润发 	
2室1厅1厨1卫	高楼层 (共6层)	52㎡	暂无数据	暂无数据	板楼	南 北	混合结构	简装	一梯两户	无	70年	76万	14616元/平米	城关区 东方红广场 	
3室2厅1厨2卫	高楼层 (共18层)	143㎡	暂无数据	暂无数据	板塔结合	南	框架结构	简装	一梯七户	有	70年	156.8万	10966元/平米	城关区 北面滩 	
2室1厅1厨1卫	高楼层 (共9层)	71.94㎡	暂无数据	暂无数据	板楼	南 北	框架结构	毛坯	一梯三户	无	70年	81万	11260元/平米	城关区 兰大盘旋路 	
2室1厅1厨1卫	高楼层 (共8层)	57㎡	暂无数据	暂无数据	板楼	南 北	砖混结构	简装	一梯两户	无	70年	69万	12106元/平米	城关区 火车站 	
2室2厅1厨2卫	低楼层 (共18层)	124.8㎡	暂无数据	暂无数据	板楼	东 西	钢混结构	精装	一梯两户	有	70年	170万	13622元/平米	城关区 大润发 	
3室1厅1厨1卫	高楼层 (共9层)	71.95㎡	暂无数据	暂无数据	板楼	南 北	框架结构	简装	一梯两户	无	70年	93万	12926元/平米	城关区 西关南关 	
2室2厅1厨1卫	中楼层 (共33层)	85.9㎡	暂无数据	暂无数据	平房	西南	框架结构	毛坯	三梯八户	有	70年	120万	13970元/平米	七里河区 建工局 	
2室2厅1厨1卫	低楼层 (共11层)	114㎡	暂无数据	暂无数据	板楼	东 西	框架结构	简装	一梯两户	无	70年	150万	13158元/平米	城关区 东方红广场 	
3室2厅1厨1卫	中楼层 (共34层)	94.45㎡	暂无数据	暂无数据	板楼	南	钢混结构	毛坯	两梯四户	有	70年	125万	13235元/平米	安宁区 莫高大道 	
2室2厅1厨1卫	高楼层 (共20层)	94.33㎡	暂无数据	暂无数据	板楼	东 北	钢结构	简装	两梯五户	有	70年	79万	8375元/平米	城关区 火车站 	
2室1厅1厨1卫	中楼层 (共33层)	96㎡	暂无数据	暂无数据	板楼	南 北	混合结构	简装	两梯四户	有	70年	137万	14271元/平米	城关区 雁滩高新区 	
1室1厅1厨1卫	低楼层 (共9层)	40㎡	暂无数据	暂无数据	板塔结合	东 西	框架结构	简装	一梯三户	无	70年	53万	13250元/平米	城关区 火车站 	
2室2厅1厨1卫	中楼层 (共8层)	76㎡	暂无数据	暂无数据	板楼	南 北	框架结构	精装	一梯三户	无	70年	66万	8685元/平米	城关区 大沙坪 	
3室2厅2厨1卫	高楼层 (共16层)	142㎡	暂无数据	暂无数据	板楼	东 西	框架结构	简装	两梯十三户	有	70年	215万	15141元/平米	城关区 西关南关 	
2室2厅1厨1卫	高楼层 (共34层)	140㎡	暂无数据	暂无数据	板楼	南	钢混结构	简装	两梯四户	有	70年	180万	12858元/平米	城关区 雁滩高新区 	
2室1厅1厨1卫	中楼层 (共30层)	95.5㎡	暂无数据	暂无数据	板楼	南	钢混结构	简装	两梯四户	有	70年	140万	14660元/平米	七里河区 仁恒美林郡 	
3室2厅1厨2卫	中楼层 (共8层)	114.3㎡	暂无数据	暂无数据	板楼	南 北	框架结构	简装	两梯两户	有	70年	138万	12074元/平米	城关区 黄河北 	
2室1厅1厨1卫	低楼层 (共8层)	62.19㎡	暂无数据	暂无数据	板楼	南 北	框架结构	毛坯	一梯三户	无	70年	76万	12221元/平米	城关区 二热 	
4室2厅1厨2卫	低楼层 (共18层)	142.07㎡	暂无数据	110.28㎡	板楼	南 北	钢混结构	毛坯	一梯两户	无	70年	168万	11826元/平米	安宁区 莫高大道 	
2室2厅1厨1卫	低楼层 (共6层)	75.44㎡	暂无数据	暂无数据	塔楼	南 北	混合结构	简装	一梯四户	无	70年	88万	11665元/平米	城关区 雁滩高新区 	
2室1厅1厨1卫	中楼层 (共5层)	54㎡	暂无数据	暂无数据	板楼	南 北	砖混结构	简装	一梯四户	无	70年	92万	17038元/平米	城关区 东方红广场 	
2室2厅1厨1卫	高楼层 (共6层)	81㎡	暂无数据	暂无数据	板楼	南 北	混合结构	简装	一梯两户	无	70年	89万	10988元/平米	安宁区 费家营十子 	
3室2厅1厨2卫	低楼层 (共6层)	150.25㎡	暂无数据	暂无数据	板楼	南 北	框架结构	简装	一梯两户	无	70年	168万	11182元/平米	城关区 北面滩 	
3室2厅1厨1卫	中楼层 (共6层)	126㎡	暂无数据	暂无数据	板楼	南 北	框架结构	其他	一梯三户	无	70年	155万	12302元/平米	城关区 东方红广场 	
3室2厅1厨2卫	高楼层 (共26层)	176㎡	暂无数据	暂无数据	板楼	南 北	砖混结构	精装	一梯九户	无	70年	230万	13069元/平米	安宁区 安宁科教城 	
2室2厅1厨1卫	低楼层 (共8层)	113.09㎡	暂无数据	暂无数据	板楼	南 北	框架结构	毛坯	一梯三户	无	70年	99.8万	8825元/平米	七里河区 小西湖 	
3室2厅1厨2卫	中楼层 (共8层)	198.8㎡	暂无数据	暂无数据	板塔结合	南 北	框架结构	简装	一梯两户	有	70年	350万	17606元/平米	城关区 黄河北 	
4室2厅1厨2卫	高楼层 (共9层)	150㎡	暂无数据	暂无数据	板楼	东 西	框架结构	简装	一梯三户	有	70年	208万	13867元/平米	城关区 西关南关 	
2室2厅1厨1卫	高楼层 (共8层)	71.43㎡	暂无数据	暂无数据	板塔结合	南 北	框架结构	精装	一梯三户	无	70年	78万	10920元/平米	城关区 安宁区 	
3室2厅1厨2卫	高楼层 (共31层)	171㎡	暂无数据	暂无数据	板楼	南 北	钢混结构	毛坯	两梯三户	有	70年	210万	12281元/平米	安宁区 安宁庭院 	
3室2厅1厨2卫	中楼层 (共31层)	171㎡	暂无数据	暂无数据	板楼	南 北	钢混结构	精装	两梯三户	有	70年	230万	13451元/平米	安宁区 安宁庭院 	
2室2厅1厨1卫	低楼层 (共10层)	104.1㎡	暂无数据	暂无数据	板塔结合	南 北	框架结构	简装	一梯三户	有	70年	135万	12969元/平米	城关区 东部 	
2室2厅1厨1卫	中楼层 (共8层)	107㎡	暂无数据	暂无数据	板楼	南 北	钢混结构	简装	一梯三户	无	70年	121万	11309元/平米	城关区 大润发 	
3室2厅1厨1卫	高楼层 (共32层)	135.33㎡	暂无数据	暂无数据	板楼	南 北	框架结构	精装	两梯七户	有	50年	145万	10715元/平米	城关区 雁滩高新区 	
2室2厅1厨1卫	中楼层 (共8层)	118.32㎡	暂无数据	暂无数据	板楼	南 北	框架结构	简装	一梯两户	无	70年	130万	10988元/平米	城关区 雁滩高新区 	
2室2厅1厨1卫	高楼层 (共8层)	120㎡	暂无数据	暂无数据	板楼	南	框架结构	简装	一梯两户	无	70年	118万	9834元/平米	七里河区 七里河区 	
3室1厅1厨1卫	高楼层 (共6层)	63.75㎡	暂无数据	暂无数据	塔楼	东 西	砖混结构	简装	一梯三户	无	70年	133万	20863元/平米	城关区 东方红广场 	
2室2厅1厨1卫	低楼层 (共33层)	96.83㎡	暂无数据	暂无数据	塔楼	东	钢混结构	毛坯	两梯四户	有	70年	145万	14975元/平米	城关区 北面滩 	
3室2厅1厨1卫	低楼层 (共8层)	110.29㎡	暂无数据	暂无数据	板楼	东南	框架结构	简装	一梯四户	无	70年	136万	12332元/平米	七里河区 建工局 	
3室2厅1厨1卫	中楼层 (共33层)	140㎡	暂无数据	暂无数据	塔楼	南 北	钢混结构	毛坯	两梯六户	有	70年	330万	23572元/平米	城关区 兰大盘旋路 	
2室2厅1厨1卫	中楼层 (共24层)	89㎡	暂无数据	暂无数据	板楼	南	钢混结构	精装	一梯三户	无	70年	136万	15281元/平米	城关区 北面滩 	
3室0厅1厨1卫	高楼层 (共8层)	69.18㎡	暂无数据	暂无数据	暂无数据	东 西	未知结构	简装	一梯两户	无	70年	77万	11131元/平米	城关区 大润发 	
3室2厅1厨1卫	高楼层 (共32层)	130㎡	暂无数据	暂无数据	板楼	南 北	框架结构	简装	两梯七户	有	70年	165万	12693元/平米	城关区 雁滩高新区 	
3室2厅1厨2卫	中楼层 (共19层)	134㎡	暂无数据	暂无数据	塔楼	南 北	钢混结构	简装	两梯二十户	有	70年	178万	13284元/平米	城关区 火车站 	
3室2厅1厨2卫	中楼层 (共26层)	136㎡	暂无数据	暂无数据	板楼	南 北	钢混结构	精装	两梯四户	有	70年	167万	12280元/平米	安宁区 莫高大道 	
3室2厅1厨2卫	低楼层 (共32层)	127㎡	暂无数据	暂无数据	板楼	南 北	钢混结构	简装	两梯四户	有	70年	165万	12993元/平米	安宁区 莫高大道 	
2室1厅1厨1卫	高楼层 (共6层)	52.74㎡	暂无数据	暂无数据	板塔结合	南 北	框架结构	简装	一梯两户	无	70年	66万	12515元/平米	城关区 二热 	
2室2厅1厨1卫	中楼层 (共33层)	95.07㎡	暂无数据	暂无数据	板楼	南	钢混结构	精装	两梯四户	有	70年	119万	12518元/平米	安宁区 莫高大道 	
2室2厅1厨1卫	中楼层 (共32层)	99.89㎡	暂无数据	暂无数据	板楼	南	钢混结构	简装	两梯四户	有	70年	134万	13415元/平米	安宁区 海关 	
2室2厅1厨1卫	高楼层 (共18层)	91.6㎡	暂无数据	暂无数据	板楼	南	钢混结构	毛坯	一梯四户	有	70年	140万	15284元/平米	安宁区 海关 	
2室2厅1厨1卫	高楼层 (共32层)	95㎡	暂无数据	暂无数据	板楼	西北	钢混结构	简装	两梯六户	有	70年	160万	16843元/平米	七里河区 仁恒美林郡 	
3室2厅1厨1卫	高楼层 (共8层)	107.39㎡	暂无数据	暂无数据	板楼	南 北	框架结构	简装	一梯两户	无	70年	85.9万	7999元/平米	七里河区 小西湖 	
3室2厅1厨1卫	低楼层 (共33层)	98㎡	暂无数据	暂无数据	板楼	南 北	钢混结构	毛坯	两梯四户	有	70年	118万	12041元/平米	安宁区 安宁高新区 	
3室2厅1厨2卫	高楼层 (共31层)	208㎡	暂无数据	暂无数据	塔楼	南 北	钢混结构	简装	一梯三户	无	70年	370万	17789元/平米	城关区 火车站 	
2室2厅1厨1卫	低楼层 (共32层)	105㎡	暂无数据	暂无数据	板塔结合	东南	框架结构	简装	两梯六户	有	70年	118.5万	11286元/平米	城关区 雁滩高新区 	
3室2厅1厨1卫	高楼层 (共33层)	134㎡	暂无数据	暂无数据	板楼	南 北	钢混结构	毛坯	两梯四户	有	70年	171.8万	12821元/平米	城关区 城关区 	
2室2厅1厨2卫	中楼层 (共18层)	139㎡	暂无数据	暂无数据	板楼	东	框架结构	精装	一梯三户	有	70年	280万	20144元/平米	城关区 东方红广场 	
2室2厅1厨1卫	高楼层 (共7层)	86㎡	暂无数据	暂无数据	板楼	南 北	钢混结构	精装	一梯两户	无	70年	120万	13954元/平米	城关区 大润发 	
2室2厅1厨1卫	低楼层 (共32层)	99.82㎡	暂无数据	77.16㎡	板塔结合	南 北	框架结构	简装	一梯六户	有	70年	125万	12523元/平米	城关区 雁滩高新区 	
2室2厅1厨1卫	中楼层 (共27层)	96.26㎡	暂无数据	暂无数据	板楼	南	钢混结构	精装	两梯四户	有	70年	142万	14752元/平米	安宁区 海关 	
2室2厅1厨1卫	高楼层 (共52层)	101㎡	暂无数据	暂无数据	板塔结合	南	钢混结构	毛坯	两梯六户	有	70年	168万	16634元/平米	城关区 黄河北 	
2室1厅1厨1卫	中楼层 (共10层)	51.68㎡	暂无数据	暂无数据	板塔结合	西	框架结构	简装	一梯四户	无	70年	83万	16061元/平米	城关区 西关南关 	
2室1厅1厨1卫	高楼层 (共8层)	82.55㎡	暂无数据	暂无数据	板楼	北 南	钢混结构	简装	一梯两户	无	70年	83.5万	10116元/平米	安宁区 海关 	
3室2厅1厨2卫	中楼层 (共32层)	169.5㎡	暂无数据	暂无数据	塔楼	南	钢混结构	精装	两梯八户	有	70年	295万	17405元/平米	城关区 西关南关 	
3室2厅1厨2卫	高楼层 (共24层)	128.34㎡	暂无数据	暂无数据	板楼	南 北	框架结构	简装	两梯四户	有	70年	149万	11610元/平米	城关区 雁滩高新区 	
4室1厅1厨1卫	中楼层 (共8层)	90㎡	暂无数据	暂无数据	板楼	东 西	框架结构	简装	一梯两户	无	70年	175万	19445元/平米	城关区 东方红广场 	
2室2厅1厨1卫	低楼层 (共8层)	82㎡	暂无数据	暂无数据	板楼	南 北	钢混结构	简装	一梯四户	无	70年	86万	10488元/平米	七里河区 七里河区 	
3室2厅1厨2卫	高楼层 (共31层)	200㎡	暂无数据	暂无数据	塔楼	东南	钢混结构	精装	两梯四户	有	70年	290万	14500元/平米	城关区 西关南关 	
3室2厅1厨2卫	高楼层 (共16层)	138㎡	暂无数据	暂无数据	板楼	南 北	钢混结构	精装	两梯两户	有	70年	199万	14421元/平米	安宁区 安宁庭院 	
3室2厅1厨2卫	低楼层 (共18层)	172㎡	暂无数据	暂无数据	板塔结合	南 北	钢混结构	简装	一梯两户	有	70年	168万	9768元/平米	城关区 北面滩 	
2室2厅1厨1卫	中楼层 (共6层)	101㎡	暂无数据	暂无数据	板楼	南 北	框架结构	毛坯	一梯两户	无	70年	143万	14159元/平米	城关区 北面滩 	
2室2厅1厨1卫	中楼层 (共20层)	92㎡	暂无数据	暂无数据	板楼	北	框架结构	精装	两梯六户	有	70年	119万	12935元/平米	城关区 北面滩 	
2室2厅1厨1卫	低楼层 (共32层)	87.84㎡	暂无数据	67.89㎡	板塔结合	南	框架结构	毛坯	两梯六户	有	70年	115万	13092元/平米	城关区 北面滩 	
3室2厅1厨1卫	低楼层 (共7层)	88㎡	暂无数据	暂无数据	板楼	南 北	钢混结构	简装	一梯两户	无	70年	150万	17046元/平米	城关区 大润发 	
2室2厅1厨1卫	低楼层 (共33层)	110㎡	暂无数据	暂无数据	板楼	南	框架结构	毛坯	一梯四户	暂无数据	70年	143万	13000元/平米	城关区 雁滩高新区 	
2室1厅1厨1卫	高楼层 (共33层)	93㎡	暂无数据	暂无数据	板楼	南	框架结构	毛坯	三梯十户	有	70年	105万	11291元/平米	城关区 火车站 	
2室1厅1厨1卫	低楼层 (共6层)	53.44㎡	暂无数据	暂无数据	暂无数据	南 北	砖混结构	简装	一梯三户	暂无数据	70年	85万	15906元/平米	七里河区 下西园 	
2室2厅1厨2卫	中楼层 (共11层)	130㎡	暂无数据	暂无数据	板楼	南 北	框架结构	精装	两梯十户	有	70年	152万	11693元/平米	城关区 东部 	
2室2厅1厨1卫	低楼层 (共9层)	80㎡	暂无数据	暂无数据	板楼	南 西 北	框架结构	简装	一梯三户	无	70年	120万	15000元/平米	城关区 兰大盘旋路 	
2室2厅1厨1卫	低楼层 (共32层)	99.76㎡	暂无数据	77.87㎡	板楼	南 北	框架结构	精装	两梯四户	有	70年	143.8万	14415元/平米	安宁区 海关 	
地下室 (共1层)	14㎡	东	15.8万	11286元/平米	西固区 西固区 	
地下室 (共1层)	14㎡	东	15.8万	11286元/平米	西固区 西固区 	
地下室 (共1层)	14㎡	东	15.8万	11286元/平米	西固区 西固区 	
地下室 (共1层)	14㎡	东	15.8万	11286元/平米	西固区 西固区 	
地下室 (共1层)	14㎡	东	15.8万	11286元/平米	西固区 西固区 	
地下室 (共1层)	14㎡	东	15.8万	11286元/平米	西固区 西固区 	
地下室 (共1层)	14㎡	东	15.8万	11286元/平米	西固区 西固区 	
地下室 (共1层)	14㎡	东	15.8万	11286元/平米	西固区 西固区 	
地下室 (共1层)	14㎡	东	15.8万	11286元/平米	西固区 西固区 	
地下室 (共1层)	14㎡	东	15.8万	11286元/平米	西固区 西固区 	
地下室 (共1层)	14㎡	东	15.8万	11286元/平米	西固区 西固区 	
地下室 (共1层)	14㎡	东	15.8万	11286元/平米	西固区 西固区 	
地下室 (共1层)	25㎡	东	27.6万	11040元/平米	西固区 西固区 	
地下室 (共1层)	14㎡	东	15.8万	11286元/平米	西固区 西固区 	
地下室 (共1层)	25㎡	东	27.6万	11040元/平米	西固区 西固区 	
地下室 (共1层)	25㎡	东	27.6万	11040元/平米	西固区 西固区 	
地下室 (共1层)	25㎡	东	27.6万	11040元/平米	西固区 西固区 	
地下室 (共1层)	25㎡	东	27.6万	11040元/平米	西固区 西固区 	
地下室 (共1层)	14㎡	东	15.8万	11286元/平米	西固区 西固区 	
地下室 (共1层)	25㎡	东	27.6万	11040元/平米	西固区 西固区 	
地下室 (共1层)	25㎡	东	27.6万	11040元/平米	西固区 西固区 	
地下室 (共1层)	25㎡	东	27.6万	11040元/平米	西固区 西固区 	
地下室 (共1层)	14㎡	东	15.8万	11286元/平米	西固区 西固区 	
地下室 (共1层)	14㎡	东	15.8万	11286元/平米	西固区 西固区 	
地下室 (共1层)	14㎡	东	15.8万	11286元/平米	西固区 西固区 	
地下室 (共1层)	14㎡	东	15.8万	11286元/平米	西固区 西固区 	
地下室 (共1层)	14㎡	东	15.8万	11286元/平米	西固区 西固区 	
2室2厅1厨2卫	中楼层 (共8层)	150.3㎡	暂无数据	暂无数据	暂无数据	东 西	未知结构	精装	一梯两户	暂无数据	70年	158万	10513元/平米	西固区 西固区 	
4室2厅1厨3卫	中楼层 (共7层)	185.48㎡	暂无数据	159.22㎡	板楼	南 北	框架结构	简装	一梯两户	无	70年	197万	10622元/平米	城关区 北面滩 	
2室1厅1厨1卫	高楼层 (共11层)	88㎡	暂无数据	71.75㎡	板塔结合	东 北	框架结构	简装	一梯三户	有	70年	93万	10569元/平米	城关区 西关南关 	
2室2厅1厨1卫	中楼层 (共30层)	104.87㎡	暂无数据	84.25㎡	塔楼	南	框架结构	精装	两梯五户	有	70年	138万	13160元/平米	城关区 雁滩高新区 	
1室1厅1厨1卫	高楼层 (共9层)	45.34㎡	暂无数据	暂无数据	板塔结合	东	框架结构	精装	一梯五户	无	70年	93万	20512元/平米	城关区 兰大盘旋路 	
3室2厅1厨2卫	中楼层 (共18层)	124.74㎡	暂无数据	105.41㎡	板塔结合	南 北	框架结构	精装	一梯七户	有	70年	155万	12426元/平米	城关区 北面滩 	
1室2厅1厨1卫	中楼层 (共32层)	66.7㎡	暂无数据	52.21㎡	板楼	东 北	钢混结构	精装	两梯八户	有	70年	88万	13194元/平米	安宁区 安宁庭院 	
3室1厅1厨1卫	中楼层 (共7层)	115.53㎡	暂无数据	98.63㎡	板楼	南	框架结构	精装	一梯三户	有	70年	141万	12205元/平米	城关区 北面滩 	
2室2厅1厨1卫	中楼层 (共32层)	104.87㎡	暂无数据	81.06㎡	板塔结合	东南	框架结构	简装	一梯六户	有	70年	126.5万	12063元/平米	城关区 雁滩高新区 	
2室2厅1厨1卫	中楼层 (共8层)	99.63㎡	暂无数据	87.36㎡	板楼	南 北	混合结构	简装	一梯两户	无	70年	95.5万	9586元/平米	安宁区 安宁高新区 	
2室1厅1厨1卫	中楼层 (共33层)	89㎡	暂无数据	暂无数据	板塔结合	南	框架结构	毛坯	十梯四户	有	70年	98万	11012元/平米	城关区 黄河北 	
2室1厅1厨1卫	中楼层 (共31层)	88.17㎡	暂无数据	暂无数据	板楼	南 北	混合结构	其他	两梯八户	有	70年	96万	10889元/平米	城关区 雁滩高新区 	
1室1厅1厨1卫	高楼层 (共26层)	49.87㎡	暂无数据	37.02㎡	板楼	东	钢混结构	精装	三梯八户	有	70年	56万	11230元/平米	城关区 碧桂园 	
1室0厅1厨1卫	高楼层 (共11层)	38㎡	暂无数据	暂无数据	板楼	西	框架结构	精装	一梯十一户	有	70年	48万	12632元/平米	城关区 兰大盘旋路 	
2室2厅1厨1卫	中楼层 (共33层)	98.6㎡	暂无数据	暂无数据	板楼	西南	框架结构	精装	一梯六户	无	70年	144万	14605元/平米	城关区 大润发 	
3室2厅1厨1卫	高楼层 (共8层)	130㎡	暂无数据	暂无数据	板楼	南 北	框架结构	简装	一梯两户	无	70年	143万	11000元/平米	城关区 大润发 	
2室2厅1厨1卫	中楼层 (共18层)	94㎡	暂无数据	暂无数据	板塔结合	东 南	框架结构	精装	一梯七户	有	70年	146万	15532元/平米	城关区 北面滩 	
2室1厅1厨1卫	低楼层 (共9层)	75.24㎡	暂无数据	暂无数据	板塔结合	西南	框架结构	简装	一梯五户	暂无数据	70年	84万	11165元/平米	城关区 五泉广场 	
2室1厅1厨1卫	低楼层 (共35层)	80㎡	暂无数据	暂无数据	板楼	南 北	框架结构	其他	两梯六户	有	70年	75万	9375元/平米	城关区 大沙坪 	
3室2厅1厨1卫	低楼层 (共32层)	146.76㎡	暂无数据	暂无数据	板楼	东南	框架结构	精装	两梯五户	有	70年	155万	10562元/平米	城关区 黄河北 	
3室1厅1厨1卫	中楼层 (共26层)	97㎡	暂无数据	暂无数据	塔楼	南 北	钢混结构	精装	两梯四户	有	70年	100万	10310元/平米	城关区 火车站 	
2室2厅1厨1卫	高楼层 (共10层)	139㎡	暂无数据	暂无数据	板楼	东 西	框架结构	简装	一梯三户	无	70年	150万	10792元/平米	城关区 西关南关 	
3室2厅1厨1卫	中楼层 (共7层)	191㎡	暂无数据	暂无数据	板楼	南 北	钢混结构	精装	一梯两户	无	70年	225万	11781元/平米	城关区 北面滩 	
3室1厅1厨1卫	中楼层 (共9层)	129.77㎡	暂无数据	暂无数据	板楼	西南	钢混结构	简装	一梯六户	无	70年	150万	11559元/平米	城关区 西关南关 	
2室1厅1厨1卫	中楼层 (共9层)	88.21㎡	暂无数据	暂无数据	板楼	西北	钢混结构	简装	一梯六户	无	70年	100万	11337元/平米	城关区 西关南关 	
2室1厅1厨1卫	高楼层 (共8层)	104㎡	暂无数据	暂无数据	板塔结合	南 北	框架结构	简装	一梯两户	无	70年	98万	9424元/平米	城关区 雁滩高新区 	
3室2厅1厨2卫	低楼层 (共35层)	155.03㎡	暂无数据	暂无数据	塔楼	东南	钢混结构	精装	两梯八户	有	70年	198万	12772元/平米	城关区 西关南关 	
3室2厅1厨2卫	高楼层 (共32层)	141㎡	暂无数据	暂无数据	板塔结合	北	框架结构	其他	四梯六户	有	70年	125万	8866元/平米	七里河区 郑家庄 	
2室2厅1厨1卫	中楼层 (共25层)	92.96㎡	暂无数据	暂无数据	板楼	南	框架结构	其他	一梯四户	无	70年	140万	15061元/平米	安宁区 罗马花园 	
2室1厅1厨1卫	中楼层 (共9层)	73.14㎡	暂无数据	暂无数据	板楼	南 北	框架结构	简装	一梯五户	无	70年	95万	12989元/平米	城关区 下西园 	
2室2厅1厨1卫	低楼层 (共18层)	104.52㎡	暂无数据	暂无数据	板楼	南 北	钢混结构	精装	一梯三户	无	50年	176万	16839元/平米	城关区 北面滩 	
2室2厅1厨1卫	中楼层 (共6层)	100㎡	暂无数据	暂无数据	板塔结合	西南	框架结构	精装	一梯四户	无	70年	107万	10700元/平米	城关区 雁滩高新区 	
2室1厅1厨1卫	高楼层 (共9层)	88㎡	暂无数据	暂无数据	板楼	南	框架结构	其他	一梯五户	无	70年	93万	10569元/平米	城关区 西关南关 	
2室2厅1厨1卫	低楼层 (共6层)	100.5㎡	暂无数据	暂无数据	板楼	南 北	框架结构	精装	一梯两户	无	70年	136万	13533元/平米	城关区 北面滩 	
2室2厅1厨1卫	中楼层 (共14层)	121.37㎡	暂无数据	暂无数据	板楼	南 北	框架结构	简装	一梯两户	有	70年	189万	15573元/平米	城关区 北面滩 	
3室2厅1厨2卫	高楼层 (共33层)	149㎡	暂无数据	暂无数据	板楼	南 北	钢混结构	毛坯	两梯四户	有	70年	232万	15571元/平米	城关区 北面滩 	
2室2厅1厨1卫	高楼层 (共9层)	98㎡	暂无数据	暂无数据	板楼	东南	钢混结构	精装	一梯三户	无	70年	89万	9082元/平米	城关区 大润发 	
4室2厅1厨2卫	中楼层 (共7层)	185㎡	暂无数据	暂无数据	板楼	南 北	框架结构	简装	一梯两户	无	70年	195万	10541元/平米	城关区 北面滩 	
3室2厅1厨1卫	高楼层 (共23层)	149.6㎡	暂无数据	暂无数据	塔楼	东南	钢混结构	简装	两梯六户	有	70年	220万	14706元/平米	城关区 东方红广场 	
3室2厅1厨1卫	高楼层 (共6层)	125㎡	暂无数据	暂无数据	板塔结合	南 北	框架结构	精装	一梯两户	无	70年	117万	9360元/平米	七里河区 晏家坪 	
3室2厅1厨2卫	低楼层 (共28层)	148.65㎡	暂无数据	暂无数据	塔楼	东南	钢混结构	精装	两梯五户	有	70年	260万	17491元/平米	城关区 西关南关 	
2室2厅1厨1卫	高楼层 (共24层)	94㎡	暂无数据	暂无数据	塔楼	东北	框架结构	简装	两梯八户	有	70年	115万	12235元/平米	西固区 西固区 	
6室2厅1厨2卫	中楼层 (共28层)	565.99㎡	暂无数据	暂无数据	板楼	南	框架结构	精装	三梯十户	有	70年	1100万	19435元/平米	城关区 西关南关 	
3室2厅1厨2卫	低楼层 (共18层)	150.86㎡	暂无数据	暂无数据	板塔结合	南 北	钢混结构	精装	两梯两户	有	70年	165万	10938元/平米	城关区 北面滩 	
2室2厅1厨1卫	中楼层 (共6层)	81.44㎡	暂无数据	暂无数据	塔楼	南	钢结构	简装	一梯三户	无	70年	103万	12648元/平米	城关区 雁滩高新区 	
2室2厅1厨2卫	低楼层 (共13层)	158㎡	暂无数据	暂无数据	塔楼	南 北	框架结构	精装	两梯两户	有	70年	200万	12659元/平米	安宁区 安宁庭院 	
3室2厅2厨1卫	中楼层 (共30层)	141.22㎡	暂无数据	暂无数据	板楼	南 北	框架结构	精装	两梯三户	有	70年	132万	9348元/平米	城关区 碧桂园 	
4室2厅1厨2卫	高楼层 (共30层)	136㎡	暂无数据	暂无数据	板楼	南 北	钢混结构	精装	两梯三户	有	70年	170万	12500元/平米	城关区 碧桂园 	
2室2厅1厨1卫	中楼层 (共23层)	92㎡	暂无数据	暂无数据	板楼	南 北	钢混结构	毛坯	两梯四户	有	70年	74万	8044元/平米	城关区 九州 	
3室1厅1厨1卫	低楼层 (共9层)	130.02㎡	暂无数据	暂无数据	板楼	南	钢混结构	精装	一梯六户	无	70年	158万	12152元/平米	城关区 西关南关 	
2室2厅1厨1卫	中楼层 (共8层)	77.59㎡	暂无数据	暂无数据	板楼	东 西	框架结构	简装	一梯两户	无	70年	83万	10698元/平米	西固区 西固区 	
2室2厅1厨1卫	中楼层 (共14层)	100.06㎡	暂无数据	暂无数据	板楼	南	钢混结构	精装	一梯三户	有	70年	112万	11194元/平米	西固区 西固区 	
